id,outlet_name,merchant_id,area_id,address,city,province,latitude,longitude,outlet_type,status,onboarding_date
7f62d1a5-59cf-5ac5-b66e-24f5660b9686,Tindahan ni Lorna,c8dc6a3d-79eb-5b47-8a0e-9f7f53a90094,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"329 Quezon Avenue, Brgy. Poblacion",Taguig,Metro Manila,14.548376,120.959128,tier2_suburban,at_risk,2026-07-14
59e64bea-9720-5d74-82b3-275489371706,Corazon Padala Center,ff19d265-6d5c-5533-b00d-20442de9f58d,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"437 Commonwealth Ave, Brgy. Pinyahan",San Juan,Metro Manila,14.555464,120.908471,tier2_suburban,at_risk,2024-12-08
0b27d62a-700a-5cb1-bb9d-2236759107cf,Mang Corazon's Tindahan,619fe364-9174-5b42-afbb-1da57fee2265,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"282 Provincial Road, Brgy. San Antonio",Iloilo City,Iloilo,10.260033,123.927503,tier2_suburban,inactive,2026-07-12
9030d083-9e8b-5741-89ea-e73efe284f44,Mang Nelia's Tindahan,8efebfca-5f24-542a-84ac-0eeb74fbcf60,be3107b0-7566-55ce-95b2-c6139ff216c6,"976 Rizal Street, Brgy. Santo Niño",Cagayan de Oro,Misamis Oriental,7.409202,125.603427,tier2_suburban,active,2026-06-12
a0950ab7-a898-57b4-b91b-7881080f21db,Ricardo's Sari-Sari,bf7b72a3-0007-56d3-aa57-fa8a5a15f1a0,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"69 Katipunan Ave, Brgy. Bagong Silang",Olongapo,Zambales,15.053505,120.78484,tier1_urban,at_risk,2025-12-06
1c24d5fc-99e1-5493-be8a-427bdb5b3396,Nelia Padala Center,d1897cc1-395a-5ed0-bf25-a6555e7e6a98,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"696 Fuente Osmena, Brgy. Bagong Silang",Makati,Metro Manila,14.561604,121.052617,tier3_rural,active,2025-08-25
47622b2b-94cf-5a83-aaaf-ada5db27d918,Ricardo Pawnshop,94e933d5-3caf-5ecf-9dd4-6ffea84bb0b4,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"376 Osmena Blvd, Brgy. Bagong Silang",Navotas,Metro Manila,14.644868,120.949922,tier1_urban,active,2025-12-21
1aeb76e0-3ea0-5030-9141-833d646ae88c,Carmen Express,e205c222-e396-553f-b26a-47984778b60c,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"191 J.P. Laurel Ave, Brgy. Ugong",Tacloban,Leyte,10.50959,123.912335,tier2_suburban,churned,2025-08-14
fc7c125d-137b-528f-b061-c94c52ed635a,Aling Teresa's Store,949dca79-71bc-590d-be25-60894849b55b,be3107b0-7566-55ce-95b2-c6139ff216c6,"721 Fuente Osmena, Brgy. San Jose",Zamboanga City,Zamboanga del Sur,7.497819,125.485673,tier2_suburban,active,2025-03-21
e457356b-7004-5bbf-a601-22e251c8ef03,Ernesto's Sari-Sari,66b2e8cb-dc6e-50e7-9b65-5856e207e61d,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"139 Mabini Street, Brgy. Pinyahan",San Fernando,Pampanga,14.920859,120.714011,tier1_urban,at_risk,2025-12-23
a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,Fernando Drug Store,2caec3f9-91ae-57aa-9eb7-c390813e17c6,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"684 Roxas Blvd, Brgy. Poblacion",Mandaluyong,Metro Manila,14.614999,120.958072,tier2_suburban,active,2025-10-27
25a51d4a-e1c0-5a85-b455-e9da122a752a,Tindahan ni Antonio,f468fc78-5dbd-5c1a-9eb6-da774f7eb9d8,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"727 Purok 1 Street, Brgy. Santo Niño",San Juan,Metro Manila,14.688109,121.001751,tier1_urban,active,2025-01-10
02f0b9ea-ad84-56aa-9c8c-57305266ecd3,Nelia Drug Store,f21eb0bf-c2ee-55a1-bfb4-557f1367a9b4,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"243 J.P. Laurel Ave, Brgy. San Antonio",Mandaue,Cebu,10.488717,123.914455,tier2_suburban,inactive,2025-08-28
f54ee33a-a490-55e7-bcfe-bbd885822d51,Luz Lending,39c7c185-225a-5941-9070-f37736a679b2,be3107b0-7566-55ce-95b2-c6139ff216c6,"627 Mabini Street, Brgy. Poblacion",Cagayan de Oro,Misamis Oriental,7.085574,125.699879,tier2_suburban,inactive,2026-05-05
a0295c91-6ad1-5337-945c-ba96a1de75ec,Lorna Mini Stop,be08dfe3-f201-573d-99e9-1eb6a8daa93e,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"788 Colon Street, Brgy. Bambang",Bacoor,Cavite,14.851625,120.791714,tier1_urban,active,2025-06-20
1a07a8b5-5569-5ae0-9183-8238c7a3624c,Pedro's Sari-Sari,742be74a-689a-5579-a5b8-ff2c0f42881a,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"697 MacArthur Highway, Brgy. Bagong Silang",Parañaque,Metro Manila,14.4885,121.065811,tier3_rural,at_risk,2026-01-31
00ad044e-c101-5f75-83ea-3c17282f2357,Tindahan ni Jose,63488871-4c35-59dc-8d07-812463b1c1dd,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"187 EDSA, Brgy. Kamuning",Navotas,Metro Manila,14.600859,121.073642,tier1_urban,inactive,2024-10-17
6d2ea7cb-0c6c-5a84-bfcb-5400bb49905d,Fe Express,3806a900-4e31-58b5-b75d-e49f91428dc7,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"312 Commonwealth Ave, Brgy. Santo Niño",Mandaue,Cebu,10.458129,123.941866,tier2_suburban,inactive,2025-01-12
0e5d1f56-5d9f-597d-8a6a-a5c2f54f9b49,Aling Luz's Store,297f566b-23d0-5127-aeee-470a1fc16520,be3107b0-7566-55ce-95b2-c6139ff216c6,"867 Mabini Street, Brgy. San Isidro",Zamboanga City,Zamboanga del Sur,7.017781,125.686905,tier2_suburban,active,2025-05-15
c9d9414c-502d-5ffd-ae22-53dde1ebdd96,Jose Express,ce84180c-18f6-552e-a086-edef79130cea,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"311 National Highway, Brgy. Ugong",Calamba,Laguna,14.8654,120.692296,tier3_rural,inactive,2025-02-13
db68976b-4fc7-5d61-8863-f55316a21e8d,Ana Padala Center,929f7992-9ad5-5bba-a86d-cdd127a38be6,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"176 Barangay Road, Brgy. Bambang",Makati,Metro Manila,14.66619,121.021028,tier3_rural,active,2025-05-15
8a74f660-2cf7-5258-8ce1-a062e5ca38a4,Botica ni Rolando,cc54275e-ed1d-57ae-87ac-bd3f33a0d37a,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"885 Rizal Street, Brgy. Poblacion",Malabon,Metro Manila,14.463639,121.028291,tier3_rural,active,2025-11-03
20b23860-295a-571c-8e23-0ea9420de1d1,Ricardo Lending,12a3494f-10cd-5510-9bd2-7f6d059cbbd2,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"216 Gov. Drive, Brgy. Kamuning",Tacloban,Leyte,10.694487,123.806057,tier3_rural,active,2025-04-05
22c2b1d8-ee67-54d2-8390-614c8f037084,Mang Teresa's Tindahan,82ead168-b511-5518-ae41-2290ab90c234,be3107b0-7566-55ce-95b2-c6139ff216c6,"495 Katipunan Ave, Brgy. Kamuning",Zamboanga City,Zamboanga del Sur,7.07846,125.421892,tier1_urban,active,2026-08-18
82cbe6bc-80ae-5d0e-8d88-3c70fc17bf98,Mang Miguel's Tindahan,00441661-47f2-50c6-8456-3e104c713caf,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"426 J.P. Laurel Ave, Brgy. Pinyahan",Imus,Cavite,14.942816,120.681998,tier2_suburban,churned,2026-01-24
34b0e718-ed93-5127-b156-10001b69be0a,Ernesto's Sari-Sari,da71cb0e-ef38-5d8f-b284-f7e94f1c262f,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"752 Roxas Blvd, Brgy. Kamuning",Mandaluyong,Metro Manila,14.48923,120.974108,tier3_rural,active,2026-04-25
65bbc3be-9507-593f-a9ed-ecede0d4e42f,Tindahan ni Nelia,ea89d7f7-9635-539a-bd2a-a684d0bc3dea,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"248 Fuente Osmena, Brgy. Poblacion",Marikina,Metro Manila,14.530242,120.949584,tier1_urban,active,2025-10-05
9e549f5f-d393-5446-ab70-ab93a217fa40,Maria's Sari-Sari,5ed04869-63d3-5157-add4-2b50eed27681,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"969 Osmena Blvd, Brgy. Bambang",Lapu-Lapu,Cebu,10.534508,123.992537,tier1_urban,active,2026-02-03
7a33f302-fa11-51fa-856d-1b51059c5adf,Botica ni Josefina,1970cb46-f424-5f19-bbe3-54410bbf3c70,be3107b0-7566-55ce-95b2-c6139ff216c6,"195 Commonwealth Ave, Brgy. Pinyahan",Zamboanga City,Zamboanga del Sur,7.497582,125.540045,tier2_suburban,active,2025-04-11
622e35cf-534c-5472-84c8-30c4c81eeee1,Maria Convenience,3926930c-52e1-5eb9-b18f-425016f8b07c,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"93 Osmena Blvd, Brgy. Ugong",Angeles,Pampanga,15.120061,120.572219,tier3_rural,active,2025-01-12
90a9b30a-41c2-5330-9846-9c1782ca7533,Erlinda Mini Stop,635e7a6f-f49d-503e-a7ea-f0913bdb6d00,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"52 España Blvd, Brgy. Pinyahan",Quezon City,Metro Manila,14.629256,121.06857,tier2_suburban,active,2026-02-24
ffb805d1-735a-507b-b330-e0ed0ff00214,Gloria Pawnshop,99e3cd03-3e1e-5997-98a5-58fde86e9924,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"9 Quezon Avenue, Brgy. Kamuning",Navotas,Metro Manila,14.49018,120.952895,tier2_suburban,churned,2024-10-27
e83975c4-8d1a-59ef-b1c9-8b6f708a57c5,Tindahan ni Jose,5f1a15b5-0c23-588a-9746-0d1f3f7af148,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"375 Bonifacio Avenue, Brgy. Kamuning",Iloilo City,Iloilo,10.240926,123.912363,tier2_suburban,inactive,2024-10-13
6389de81-1a65-583d-8aad-1b61cd3d1633,Rosario's Sari-Sari,fe823172-4573-5784-82c0-62d7513e5bf4,be3107b0-7566-55ce-95b2-c6139ff216c6,"76 Osmena Blvd, Brgy. Ugong",Zamboanga City,Zamboanga del Sur,7.170213,125.564957,tier3_rural,at_risk,2024-12-29
e57c321f-fc53-5891-b40b-dcf58abda3d0,Aling Josefina's Store,e1882e45-7e45-5c3e-9ef4-3036d746966f,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"122 EDSA, Brgy. Poblacion",Santa Rosa,Laguna,15.075733,120.738469,tier2_suburban,inactive,2025-12-22
61ce7965-2288-5ad1-9f5f-360ae913ac36,Juan Internet Cafe,080b4031-0ffe-54f0-bf45-d4acaa5acc3c,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"774 EDSA, Brgy. San Jose",Mandaluyong,Metro Manila,14.630739,120.980277,tier1_urban,active,2026-08-23
65f94da3-6b09-5542-84bf-54c20396615c,Maria's Mini Mart,ff7d0969-136e-5a52-9fc0-1487349a8146,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"141 Purok 1 Street, Brgy. Bagong Silang",Las Piñas,Metro Manila,14.69119,121.003867,tier1_urban,at_risk,2025-09-24
fade118e-67de-5731-a2a0-4cf369881c71,Aling Carmen's Store,72f189ec-98d1-510f-aa8a-2efddbebf1c6,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"144 Taft Avenue, Brgy. Bambang",Bacolod,Negros Occidental,10.454824,123.878591,tier3_rural,churned,2026-02-10
a210020c-0299-55b2-bb3f-5d321d9c87cb,Erlinda's Mini Mart,13fe1072-6be7-54e3-950f-5c123804e384,be3107b0-7566-55ce-95b2-c6139ff216c6,"608 Taft Avenue, Brgy. Ugong",Zamboanga City,Zamboanga del Sur,7.396974,125.559702,tier3_rural,active,2025-05-26
58766b11-0cfc-518c-86f6-08b0c3f7ec9d,Teresa Pawnshop,460033d5-6899-5bd6-bd9e-b87f2ecac724,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"836 Rizal Street, Brgy. Bagong Silang",Imus,Cavite,15.031868,120.532881,tier2_suburban,inactive,2024-12-02
64d98796-d2b6-5548-b268-f5d914bf6c33,Tindahan ni Reynaldo,d960de75-9d69-55d3-a0e3-2dafa9622e4c,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"816 Purok 1 Street, Brgy. San Antonio",Taguig,Metro Manila,14.629073,120.953106,tier3_rural,inactive,2026-08-04
5e2b5bab-5781-58c8-bbc1-41a61318601e,Tindahan ni Corazon,908a169d-e589-508f-9573-1b3375cd994a,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"739 Bonifacio Avenue, Brgy. Bambang",Muntinlupa,Metro Manila,14.594135,121.004846,tier3_rural,churned,2026-02-26
4a0e0a11-9486-5b78-a239-2e50e69faa3d,Miguel Remittance,17390989-c254-5961-9337-10043bc3db40,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"152 Barangay Road, Brgy. San Jose",Iloilo City,Iloilo,10.225256,123.989641,tier1_urban,active,2025-01-11
26b3c3af-057c-5d11-bc64-b7efa03c7129,Rosario Drug Store,71c54a62-48c2-55e0-bd0e-dc81917f89f9,be3107b0-7566-55ce-95b2-c6139ff216c6,"452 Taft Avenue, Brgy. Kamuning",Davao City,Davao del Sur,6.990859,125.60715,tier2_suburban,active,2024-11-15
3885243f-13b1-50dc-afeb-8bad2dc43d4a,Nelia's Sari-Sari,2c71e9f7-f90a-51a7-82b1-f5dd36ad2486,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"943 J.P. Laurel Ave, Brgy. San Antonio",Santa Rosa,Laguna,15.294043,120.655605,tier3_rural,active,2026-07-13
38e5549e-7e95-5b94-98d2-09edb6eee8c3,Gloria Lending,ed7f0c6b-13f6-53b6-9542-cc129994c258,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"539 Osmena Blvd, Brgy. Bagong Silang",Parañaque,Metro Manila,14.737006,120.991933,tier3_rural,active,2025-07-07
8c464c73-a955-576d-9730-79fd5da4e450,Antonio Drug Store,53844139-dd79-5dfc-a18b-5983d024ccfb,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"363 Barangay Road, Brgy. San Isidro",Navotas,Metro Manila,14.633023,120.938453,tier1_urban,active,2024-10-06
2e54dbf3-50dd-5a0a-a1e4-b371635781b3,Aling Ana's Store,2ab7563d-adab-52ff-9374-2dd4ea04477b,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"306 Katipunan Ave, Brgy. San Isidro",Bacolod,Negros Occidental,10.816939,123.94098,tier2_suburban,active,2024-09-28
494a57ee-31cb-5e3b-818c-8960bc3f745f,Botica ni Rosario,1dc93905-d4dd-5aef-916a-019f089a1c86,be3107b0-7566-55ce-95b2-c6139ff216c6,"358 Aguinaldo Highway, Brgy. San Isidro",General Santos,South Cotabato,7.072674,125.572043,tier3_rural,active,2025-04-09
e9f20e41-fc45-5d13-afc7-d79f102a27ee,Mang Pedro's Tindahan,e7495aed-f722-5c5c-b7c2-e0b65f7f745b,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"839 Roxas Blvd, Brgy. Santo Niño",Bacoor,Cavite,15.003317,120.586289,tier1_urban,active,2025-02-24
5d75bd0e-343a-5fc7-a2ee-fa9ada2fbfd6,Elena Padala Center,0ad2695a-8596-5871-a84f-3e791a2475bb,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"672 Aurora Blvd, Brgy. Pinyahan",Parañaque,Metro Manila,14.514196,121.06559,tier2_suburban,inactive,2026-01-17
b74b13ca-301b-5f91-9331-c699ee006367,Rosa Pisong Net,283d0fdc-7bb8-57be-99e0-47f701e233f4,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"279 EDSA, Brgy. Poblacion",San Juan,Metro Manila,14.634703,121.017366,tier1_urban,active,2025-07-09
c22bb6d9-8afc-597b-b171-1eaf1ecb5cac,Carlos's Sari-Sari,9e84429a-ac05-5406-9bd6-4212810b262c,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"927 MacArthur Highway, Brgy. San Jose",Tacloban,Leyte,10.710356,123.810498,tier2_suburban,active,2024-11-22
197ce084-3189-5451-aafa-befe51e6f027,Antonio's Sari-Sari,b008097f-5618-53fa-a7b8-041e29e53262,be3107b0-7566-55ce-95b2-c6139ff216c6,"103 Barangay Road, Brgy. Santo Niño",General Santos,South Cotabato,6.903109,125.565106,tier1_urban,active,2025-12-06
9ccdde10-07fa-5428-809e-ef951a061c25,Carlos's Sari-Sari,14eec67e-c712-5683-84a8-20ec20baadd4,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"958 J.P. Laurel Ave, Brgy. Pinyahan",Calamba,Laguna,15.255377,120.726773,tier2_suburban,active,2026-05-06
97453fb9-40fc-5846-ab3a-1680f9e15a22,Mang Teresa's Tindahan,64d86f76-0803-5bb7-a77f-585ab9e9a80c,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"662 Bonifacio Avenue, Brgy. Poblacion",Taguig,Metro Manila,14.64569,120.946444,tier1_urban,active,2026-04-25
1ceebcaa-0c54-52fd-a620-4697ab1eb0ec,Tindahan ni Teresa,221ff97a-4904-570d-8886-d68cde5cfdb7,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"904 Commonwealth Ave, Brgy. San Antonio",Valenzuela,Metro Manila,14.749152,120.979399,tier2_suburban,active,2025-12-07
7f8ebaa2-73de-5bc3-b462-6ef73f1d60c2,Tindahan ni Maria,06fed607-1071-535a-9990-1ad594c36cbf,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"986 España Blvd, Brgy. San Antonio",Tacloban,Leyte,10.207414,123.913592,tier1_urban,active,2026-02-23
a05d68b6-a09e-57eb-b93e-75ff6fd97028,Carlos Convenience,cf580dae-6847-5032-bfe0-1825c085c897,be3107b0-7566-55ce-95b2-c6139ff216c6,"466 Provincial Road, Brgy. Ugong",Zamboanga City,Zamboanga del Sur,7.214591,125.666778,tier1_urban,active,2026-03-10
9d371c5a-f129-5f2c-8e70-514c2f6e27fd,Lorna's Sari-Sari,645fbc99-20e6-5d81-96eb-c09a23c03b68,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"280 Marcos Highway, Brgy. Poblacion",Imus,Cavite,15.031479,120.719336,tier2_suburban,churned,2024-10-25
049b286b-bc98-5072-af5c-7624b16c23a0,Ernesto's Computer Shop,2decaccb-2870-570f-a027-0d9f42947502,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"15 Taft Avenue, Brgy. San Isidro",Makati,Metro Manila,14.620334,121.051457,tier1_urban,at_risk,2025-09-05
517ebd4f-8181-50f8-9114-4309197e07c8,Erlinda Convenience,73522e82-2c7b-5897-9dfa-f2b4a468c282,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"655 Osmena Blvd, Brgy. Kamuning",Malabon,Metro Manila,14.604584,120.917348,tier1_urban,active,2025-05-29
aeaf83bf-b5f4-51fb-9302-4ab9834b87ec,Sangla ni Jose,965f3821-d76c-5972-b7a5-21f7c69a5b47,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"489 Taft Avenue, Brgy. San Jose",Mandaue,Cebu,10.205464,123.876715,tier2_suburban,churned,2025-10-11
11eb90aa-c2ce-5140-854e-7e88706cc9c6,Mang Gloria's Tindahan,d745997c-ef04-517d-992f-d46228c9fb4c,be3107b0-7566-55ce-95b2-c6139ff216c6,"977 Taft Avenue, Brgy. San Isidro",Zamboanga City,Zamboanga del Sur,7.249476,125.571863,tier2_suburban,at_risk,2025-04-28
6674b5c4-5676-5e15-a60b-247a96538cee,Ernesto's Mini Mart,c0bbf57e-fb7c-5d96-8c3a-4ed0176ac616,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"710 Katipunan Ave, Brgy. San Antonio",Antipolo,Rizal,15.26745,120.639618,tier1_urban,active,2025-09-05
03c210da-6332-53e2-ba4b-a3e540ef0811,Tindahan ni Teresa,57950df6-c45d-5b36-b292-30a207e2b4a9,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"707 Quezon Avenue, Brgy. San Isidro",Taguig,Metro Manila,14.560263,120.94417,tier1_urban,active,2026-07-23
dc40709a-bb2c-5b80-a5fa-36eff78e585c,Elena Lending,4dca96f6-04e4-585a-bb48-9989c3af8745,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"466 National Highway, Brgy. Bagong Silang",Muntinlupa,Metro Manila,14.574754,121.009847,tier2_suburban,churned,2025-08-11
86b6bd00-fb39-51c8-a057-02c9ad460a8b,Aling Nelia's Store,98a6990f-77b3-52e7-a1c2-6d4167f7d841,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"822 Barangay Road, Brgy. San Jose",Bacolod,Negros Occidental,10.809488,123.936068,tier3_rural,active,2025-10-12
3cd6d4dd-dfe6-57ac-97fa-80b7c17c19ff,Nelia Pisong Net,bf4c591c-9e0b-528f-a21d-52b1eb692ffd,be3107b0-7566-55ce-95b2-c6139ff216c6,"541 Purok 1 Street, Brgy. Bagong Silang",General Santos,South Cotabato,6.946862,125.569251,tier1_urban,inactive,2024-10-04
8076fa57-7ade-519b-9286-8f0c1ab37ca0,Danilo Padala Center,c7318f32-055f-5d17-ab4e-20c631cb4c8a,df62ff79-4b9c-5a75-8bd4-eb2c86e9c598,"208 Gov. Drive, Brgy. Ugong",Dasmariñas,Cavite,14.904897,120.598435,tier3_rural,active,2025-01-22
1fc68ae9-858e-5a2e-ade5-3501459c5fa6,Ramon Pisong Net,49da2e15-ed3a-528e-86d4-e9af5c7b1041,28ac47f7-f1ce-5fc3-966a-5dcdd795fc26,"697 Marcos Highway, Brgy. Bambang",Manila,Metro Manila,14.596648,121.079778,tier2_suburban,active,2025-09-24
f75db975-de2a-5d3f-bbfc-6a7a25a08c3c,Sangla ni Juan,ee07c280-7f2c-5566-bee5-5b7def3b5e4d,a87e363d-04c2-5fe0-abdc-8924fa7bf1a1,"136 MacArthur Highway, Brgy. Kamuning",Valenzuela,Metro Manila,14.58704,120.911547,tier2_suburban,at_risk,2026-06-08
f2a79b45-bbc2-57e4-9db1-cd80bdc8c4dd,Luz Drug Store,467d3400-fb3e-52f3-80e6-83af006cc6a9,dd92fc02-23e6-54d1-8ade-4dc72b56055b,"741 Rizal Street, Brgy. Kamuning",Lapu-Lapu,Cebu,10.403566,123.800603,tier1_urban,inactive,2025-08-06
