id,outlet_id,dsp_id,action_type,description,priority,status,due_date,created_at
cc51e191-fe54-5bd3-9a07-d3991527f6ab,13162149-fc7c-5b4a-9563-600adbd72fa5,15e1ebab-b0bf-514c-8405-61b9a3993057,upsell_product,Upsell Buy Load service - high foot traffic area,medium,pending,2025-08-03T00:00:00,2025-07-18T00:00:00
3bacfe1a-55c0-5f41-ba93-505d40cc8b7b,6df02c74-0a9d-5114-b570-ca3bfbe11fef,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,visit_merchant,Investigate declining transaction volume trend,medium,pending,2025-08-06T00:00:00,2025-07-24T00:00:00
c6c83713-1769-5b99-811a-b6807b03b19a,3c93a092-47e6-5c14-bdba-7ccdd461340c,8086f1f4-673d-5987-81b0-8f204dbfd2ab,reactivation,Offer promotional rates for Cash-In to combat Maya competition,medium,pending,2025-08-28T00:00:00,2025-07-21T00:00:00
48055e56-854e-5afa-a296-d4efd8ddd1d6,000da401-5c55-5659-aa15-2f671aacb0af,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,upsell_product,Investigate declining transaction volume trend,low,pending,2025-08-12T00:00:00,2025-07-21T00:00:00
9d8f4fc2-e203-5cd0-97a7-422079aff768,eb82deaa-92da-5be5-ab42-2c44bcb552b7,48787cb4-04a7-5b80-8148-23b777165705,visit_merchant,Activate GCredit for this merchant to increase transaction volume,high,pending,2025-08-28T00:00:00,2025-07-29T00:00:00
342a35e2-aa4c-5a1e-817a-52854fc04360,19a1cb62-c438-5b8a-835b-381d558aa640,24c3eae6-21de-5fa7-ad75-775edd1167e0,training,Re-engage merchant - no transactions in 14 days,medium,in_progress,2025-08-17T00:00:00,2025-07-20T00:00:00
d34d1be2-0074-5f5c-806b-c5ecd12074c4,43053a5a-68ac-562d-8179-906560683723,7a052b5f-cf18-5b63-91b4-4c385d96d71f,resolve_issue,Resolve merchant complaint about delayed settlements,high,in_progress,2025-08-30T00:00:00,2025-07-19T00:00:00
6747cde6-df87-5631-a59e-bb190d9cc542,09bafe42-8b3d-575e-9484-7efccddcc10d,24c3eae6-21de-5fa7-ad75-775edd1167e0,follow_up,Schedule GSave onboarding session with merchant,medium,completed,2025-08-18T00:00:00,2025-07-31T00:00:00
dc503ae7-0e15-5fea-b275-f15c932b8c08,21c5f5ce-b3d2-5d73-a06e-3d9b872b6ed4,ea60bf00-905e-5abc-b08e-4c17000dd149,reactivation,Provide updated marketing collateral and QR standee,medium,completed,2025-08-23T00:00:00,2025-07-22T00:00:00
8d23139e-4368-5ac9-bac5-4a6af6de167c,26e2623e-c56a-55d8-912f-fab4962ae298,434590a6-0601-5b3c-8768-f7537c77519e,reactivation,Follow up on pending Bills Payment activation,high,pending,2025-08-08T00:00:00,2025-07-28T00:00:00
5ebc6f2a-63bd-560f-97e3-0801c263a424,431d42db-74a5-53d0-8a57-68d40a8244d9,dced9f60-36c3-51a3-a4cd-895dfd671dec,follow_up,Offer promotional rates for Cash-In to combat Maya competition,low,pending,2025-08-18T00:00:00,2025-07-25T00:00:00
a7682e4d-15a6-5e0f-b16e-bbaa17e5d2ad,131766f9-7a95-5c38-89ca-cb3f219ffe8c,229ec319-00c3-5250-afbc-759d6132ee64,visit_merchant,Activate GCredit for this merchant to increase transaction volume,low,pending,2025-08-17T00:00:00,2025-07-24T00:00:00
91ce8a19-cc4f-5fd1-8cce-1b8d1307f5da,a96ae10f-0d82-5156-802a-0b93c66f979c,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,reactivation,Offer promotional rates for Cash-In to combat Maya competition,medium,pending,2025-08-25T00:00:00,2025-07-21T00:00:00
96223581-a63c-5da3-8231-652841a818fd,9cf0258b-b196-5323-8d6c-3eccbf473c3f,492935f3-f9ee-5d56-b64a-6da8931cf13b,upsell_product,Conduct training on new GInsure products,medium,pending,2025-08-07T00:00:00,2025-07-24T00:00:00
b5549c98-5eb9-543e-9219-b40b5e561744,8e7a61aa-daf6-5080-a843-f322705c0fce,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,resolve_issue,Resolve merchant complaint about delayed settlements,medium,pending,2025-08-10T00:00:00,2025-07-24T00:00:00
78942067-15f1-5a80-b680-477e2cb65e6c,d38029ff-40eb-5673-b670-dcdf1fd1b2b1,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,reactivation,Conduct training on new GInsure products,medium,pending,2025-08-26T00:00:00,2025-07-27T00:00:00
346ba914-b8ab-565f-8037-d290b68ba4c4,8631bfeb-7f17-528f-87b9-346379c9787c,24c3eae6-21de-5fa7-ad75-775edd1167e0,visit_merchant,Upsell Buy Load service - high foot traffic area,medium,completed,2025-08-29T00:00:00,2025-07-22T00:00:00
4b1382c3-e40e-5788-bfd6-ad9af07685f0,0542378b-c101-5b65-9cc3-78e0505cd512,60ccfd44-0502-5fa0-8d27-9cc265f1db31,visit_merchant,Investigate declining transaction volume trend,medium,pending,2025-08-16T00:00:00,2025-07-25T00:00:00
c291bf46-54c4-570c-9c49-51c6a74d7deb,7c74deb2-f910-514d-ac23-b4a7a7070cdf,dfba0cf4-e584-5bcd-8343-0655db792844,training,Provide updated marketing collateral and QR standee,medium,completed,2025-08-12T00:00:00,2025-07-19T00:00:00
eee04af7-0253-5169-80cb-ebbf5db9bb68,c2b19867-0e0f-5168-989d-6d69067eb606,214dee86-b858-5e86-aad7-d05cc5d8a623,follow_up,Investigate declining transaction volume trend,medium,completed,2025-08-18T00:00:00,2025-07-29T00:00:00
8628af4c-dcf7-5c17-a779-a66fdad31bea,98847415-a6bc-5eed-9f05-a9af7bd353d4,ea60bf00-905e-5abc-b08e-4c17000dd149,training,Investigate declining transaction volume trend,high,pending,2025-08-23T00:00:00,2025-07-28T00:00:00
6065fe09-dacb-5743-b091-8e3c04670cb6,e6deb5a2-207b-5e2c-b132-d7d06f52b35a,84b924df-189f-5e64-a8c8-056b56e362d0,resolve_issue,Conduct training on new GInsure products,medium,pending,2025-08-13T00:00:00,2025-07-29T00:00:00
3863bb37-b1d6-534b-9025-bed846b2afbc,9cf0258b-b196-5323-8d6c-3eccbf473c3f,492935f3-f9ee-5d56-b64a-6da8931cf13b,follow_up,Schedule GSave onboarding session with merchant,medium,in_progress,2025-08-14T00:00:00,2025-07-20T00:00:00
61320871-9ad9-57ed-ab0e-27d02acc6c3b,c88b8f22-575e-5684-b991-cad56d0f1297,dced9f60-36c3-51a3-a4cd-895dfd671dec,upsell_product,Re-engage merchant - no transactions in 14 days,medium,skipped,2025-08-17T00:00:00,2025-07-26T00:00:00
b0ce67fb-2b08-59ad-aa7c-70f12d261f8f,f54ee33a-a490-55e7-bcfe-bbd885822d51,1c629fb9-bb65-504f-8efa-b901acda8a1d,visit_merchant,Resolve merchant complaint about delayed settlements,high,in_progress,2025-08-21T00:00:00,2025-07-20T00:00:00
2adbc158-5a1a-52e9-a7bf-7507ed4aefeb,719962a7-20db-5986-ae72-a3679ddc032c,214dee86-b858-5e86-aad7-d05cc5d8a623,resolve_issue,Upsell Buy Load service - high foot traffic area,medium,pending,2025-08-08T00:00:00,2025-07-31T00:00:00
3bb6cd74-1c26-5a88-8198-0b4c9f79b614,98a31b9f-9ad9-5616-9b27-939d6a0c34cb,ea60bf00-905e-5abc-b08e-4c17000dd149,training,Provide updated marketing collateral and QR standee,medium,completed,2025-08-29T00:00:00,2025-07-31T00:00:00
50de71f5-e900-53c4-9e67-7eba485169f2,1de8eb26-658d-5bda-8231-059687db880b,dced9f60-36c3-51a3-a4cd-895dfd671dec,visit_merchant,Conduct training on new GInsure products,medium,completed,2025-08-21T00:00:00,2025-07-25T00:00:00
4ed6782d-81ce-52db-a6ce-ad0a1fccd34a,404af27b-67ac-5e84-a776-383c2bfffbe1,8086f1f4-673d-5987-81b0-8f204dbfd2ab,follow_up,Provide updated marketing collateral and QR standee,low,skipped,2025-08-22T00:00:00,2025-07-27T00:00:00
672fdb90-e679-5db1-ae7f-ed60a500e59a,2887b52d-8879-502a-bd29-4c26c293190f,1208ec90-8992-569c-9143-a14b6d5727e9,upsell_product,Re-engage merchant - no transactions in 14 days,high,skipped,2025-08-28T00:00:00,2025-07-29T00:00:00
2927999a-3f1b-5f38-bbd5-5c2255c1aee2,c2d2722b-2c85-5252-99d7-1c2718256d74,15e1ebab-b0bf-514c-8405-61b9a3993057,resolve_issue,Follow up on pending Bills Payment activation,low,pending,2025-08-26T00:00:00,2025-07-29T00:00:00
f407f288-b970-55f3-abf1-f01be1e70ac8,8371403f-f987-56ac-973a-2b21e4d9d0cd,84b924df-189f-5e64-a8c8-056b56e362d0,resolve_issue,Conduct training on new GInsure products,high,completed,2025-08-22T00:00:00,2025-07-29T00:00:00
cc4cb0cc-d202-55cb-b494-7bcb71c02f2e,d07c4afd-0945-5bc3-be6f-f3bbc4e34385,1c629fb9-bb65-504f-8efa-b901acda8a1d,upsell_product,Offer promotional rates for Cash-In to combat Maya competition,high,pending,2025-08-29T00:00:00,2025-07-28T00:00:00
e353218f-ffb0-52a4-bbf6-78056a1901d4,1a2cc6bd-3f5c-5b1d-bf24-5f67f32471d9,ea60bf00-905e-5abc-b08e-4c17000dd149,follow_up,Follow up on pending Bills Payment activation,high,completed,2025-08-15T00:00:00,2025-07-30T00:00:00
c0df169c-aeb0-50db-810f-a469f6051405,ac993bd2-ecef-58bc-b1d9-91067cf856f6,d9bae779-a771-5de7-a713-f7d02913bd5b,reactivation,Resolve merchant complaint about delayed settlements,medium,skipped,2025-08-19T00:00:00,2025-07-18T00:00:00
98b2fd3a-9da2-5869-b434-39189ae960e2,81f09c34-379c-5c48-920c-966e2067fe0c,48787cb4-04a7-5b80-8148-23b777165705,reactivation,Upsell Buy Load service - high foot traffic area,medium,completed,2025-08-11T00:00:00,2025-08-01T00:00:00
a457e210-edb3-58b0-a9ff-78a631e4673d,ef06c2cd-3f07-5cac-9769-02f0b83cbd69,fbcd212e-451d-5600-a271-8fec64b3a9b9,upsell_product,Activate GCredit for this merchant to increase transaction volume,low,skipped,2025-08-03T00:00:00,2025-07-23T00:00:00
48281def-1321-58cb-a47e-c3e67f058448,3fb91aa2-a34c-52ce-af0c-7d60ea25185f,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,upsell_product,Schedule GSave onboarding session with merchant,medium,completed,2025-08-28T00:00:00,2025-08-01T00:00:00
65567814-d294-574d-b459-bafd4bc1a7d4,9ccdde10-07fa-5428-809e-ef951a061c25,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,upsell_product,Investigate declining transaction volume trend,high,pending,2025-08-21T00:00:00,2025-07-27T00:00:00
93c998b6-ef64-5e72-bd60-4d73895ae254,8861cd2e-b193-51b3-8310-498a0c7ecaa0,d9bae779-a771-5de7-a713-f7d02913bd5b,resolve_issue,Re-engage merchant - no transactions in 14 days,medium,skipped,2025-08-18T00:00:00,2025-07-28T00:00:00
a3e3d25d-d897-55c0-9585-bb0ea09c3807,94dbc777-5f73-54ae-a008-26026528a42a,25c743f6-6b99-5904-8a4a-4b29b700d9e7,resolve_issue,Re-engage merchant - no transactions in 14 days,medium,pending,2025-08-06T00:00:00,2025-07-24T00:00:00
d7430d77-fcfb-57da-86d9-30c752b7e534,0ba00c7e-2d91-5872-bbbb-f7a769d4d1f8,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,upsell_product,Investigate declining transaction volume trend,medium,pending,2025-08-10T00:00:00,2025-07-21T00:00:00
d238fc8c-0417-581e-b09a-5fd86cc0c2c1,c5bb2260-aa80-516e-aa4a-2fe1f6eaf1d1,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,follow_up,Re-engage merchant - no transactions in 14 days,medium,pending,2025-08-23T00:00:00,2025-07-28T00:00:00
3c545377-9e74-561f-bc9c-f25eda5c188c,16515985-00e6-538a-be14-4428d2229892,48787cb4-04a7-5b80-8148-23b777165705,training,Conduct training on new GInsure products,medium,in_progress,2025-08-08T00:00:00,2025-07-28T00:00:00
c31cf2c0-cfd3-5a64-a2df-620cde1d15d4,2569b207-63d9-5d61-acdf-5e2b83e894da,b21aa617-83df-5e76-b78c-67561698ba56,follow_up,Offer promotional rates for Cash-In to combat Maya competition,medium,pending,2025-08-30T00:00:00,2025-07-27T00:00:00
95d06032-2c80-5224-b4ee-1a97ccf218f0,44ce25f2-1034-5721-93ec-4bf383dbfd9b,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,visit_merchant,Conduct training on new GInsure products,high,in_progress,2025-08-13T00:00:00,2025-07-30T00:00:00
e98b86c8-4cc6-56d8-8f7f-068374c7b6dc,1ac54af3-5707-5492-aee2-05ef12942473,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,training,Follow up on pending Bills Payment activation,medium,pending,2025-08-26T00:00:00,2025-08-01T00:00:00
8de6c833-7a6c-5922-9773-424cf0c3e73a,85aa98f4-084b-5288-9dbb-124f2d9ea885,b21aa617-83df-5e76-b78c-67561698ba56,reactivation,Activate GCredit for this merchant to increase transaction volume,high,pending,2025-08-16T00:00:00,2025-07-29T00:00:00
a979b845-c377-5159-b3e1-977ffd65f5fa,13860416-cfcd-5aa8-ac90-096ab9677e84,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,training,Resolve merchant complaint about delayed settlements,medium,pending,2025-08-25T00:00:00,2025-07-22T00:00:00
f071a4aa-0746-54f8-8ff1-a2a4f2cd3f6d,eccf8f2f-74c8-5c68-974f-0bc7901dab2c,ea60bf00-905e-5abc-b08e-4c17000dd149,visit_merchant,Conduct training on new GInsure products,high,completed,2025-08-18T00:00:00,2025-07-19T00:00:00
2a2982cc-f604-5fb4-b4b7-d184eb5de2e9,a07d29f4-fe3f-58dd-94b4-6903c65af63c,dced9f60-36c3-51a3-a4cd-895dfd671dec,follow_up,Investigate declining transaction volume trend,high,skipped,2025-08-31T00:00:00,2025-07-24T00:00:00
a9ec17b6-6fad-5d40-97a1-8e05908a2bd0,32ed98e8-ef2a-5f24-bc15-fd72abe8c1a1,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,reactivation,Investigate declining transaction volume trend,medium,pending,2025-08-23T00:00:00,2025-07-24T00:00:00
c92597c7-bd85-50c7-a723-2d5201f065e0,09df7e8b-c85e-5c27-bf69-3d07dd695adc,adf43fc2-e637-5500-8a6b-8a40e079d07c,reactivation,Investigate declining transaction volume trend,medium,pending,2025-08-12T00:00:00,2025-07-26T00:00:00
de623d48-ba5d-5ae0-8e66-782cf17e1cda,ef06c2cd-3f07-5cac-9769-02f0b83cbd69,fbcd212e-451d-5600-a271-8fec64b3a9b9,upsell_product,Activate GCredit for this merchant to increase transaction volume,high,pending,2025-08-22T00:00:00,2025-07-20T00:00:00
0e2f4384-02c7-52fd-b060-d27142ab0a7a,2f0d50fa-61c5-5f65-85cf-5797db775a40,7c9704d9-8185-57b1-bf6a-de200c4e2109,upsell_product,Re-engage merchant - no transactions in 14 days,medium,in_progress,2025-08-13T00:00:00,2025-07-22T00:00:00
c0c8ffd6-2237-5356-8fb1-b5d1f6958f2f,47dd943b-3a59-5885-831f-5b9a7f3b9396,dced9f60-36c3-51a3-a4cd-895dfd671dec,training,Offer promotional rates for Cash-In to combat Maya competition,medium,skipped,2025-08-17T00:00:00,2025-07-21T00:00:00
d6ce15c6-73b7-51ff-a8cc-5a097b6fffbc,1a77d982-a47b-58a0-bd2b-de19d4248d2a,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,follow_up,Re-engage merchant - no transactions in 14 days,low,pending,2025-08-25T00:00:00,2025-07-23T00:00:00
d7424585-5be6-5467-8962-5cb4ed8eb31a,a0950ab7-a898-57b4-b91b-7881080f21db,374e0ccd-4366-597f-b5c3-6d60795d3480,visit_merchant,Upsell Buy Load service - high foot traffic area,medium,pending,2025-08-28T00:00:00,2025-07-22T00:00:00
cbf20b7e-5a44-51bb-a6d7-34288148d78e,c343505d-ffa6-524a-9eb3-aca0ca377424,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,follow_up,Follow up on pending Bills Payment activation,low,completed,2025-08-23T00:00:00,2025-07-20T00:00:00
7261600b-5d06-58c5-9ea8-abeb4d0c03fd,5c673601-1bdd-5b0a-92c8-2fe43124c690,229ec319-00c3-5250-afbc-759d6132ee64,training,Upsell Buy Load service - high foot traffic area,medium,completed,2025-08-03T00:00:00,2025-07-20T00:00:00
717218db-a435-5c9b-ae75-966358454f31,1cfa69ba-72bf-5b6a-a929-257b367e3009,b21aa617-83df-5e76-b78c-67561698ba56,upsell_product,Provide updated marketing collateral and QR standee,medium,pending,2025-08-02T00:00:00,2025-07-29T00:00:00
f26e695a-04dd-5c12-8831-4cc1b6bc185b,9a997c40-6e32-50f9-860c-11083db0283c,adf43fc2-e637-5500-8a6b-8a40e079d07c,reactivation,Provide updated marketing collateral and QR standee,medium,pending,2025-08-16T00:00:00,2025-07-21T00:00:00
42f550b7-c992-5912-af50-96b0268f5f7d,75bbd7eb-0476-5f46-9b01-32c25a4774e3,b21aa617-83df-5e76-b78c-67561698ba56,reactivation,Upsell Buy Load service - high foot traffic area,high,pending,2025-08-26T00:00:00,2025-07-19T00:00:00
9a1d7cd4-9983-5c10-b43a-817312bd79d6,216c274e-2c70-50d1-bfaf-4b7cfcef9292,fbcd212e-451d-5600-a271-8fec64b3a9b9,visit_merchant,Provide updated marketing collateral and QR standee,high,in_progress,2025-08-29T00:00:00,2025-07-23T00:00:00
38445f5c-cc75-5dab-9eae-4c5d2dc17661,b788ae1f-d5be-5ee9-b9cb-a14e4df00051,23fca699-b0f6-528a-8efe-52e28bb1b8b0,visit_merchant,Resolve merchant complaint about delayed settlements,medium,skipped,2025-08-08T00:00:00,2025-07-23T00:00:00
fd0af528-3c01-5b81-9a77-64c692584d4f,38a1a40d-329f-57f3-9cd9-b0a08e6a7b64,c928179a-f72b-50f2-bd6c-8efebcd2d268,training,Follow up on pending Bills Payment activation,medium,pending,2025-08-22T00:00:00,2025-07-21T00:00:00
c3f0026d-2505-5a67-b782-49756b04d666,1893853f-90b4-5018-a7fd-bd61bf9f2ee4,229ec319-00c3-5250-afbc-759d6132ee64,visit_merchant,Provide updated marketing collateral and QR standee,low,completed,2025-08-07T00:00:00,2025-07-27T00:00:00
a44d788f-35af-53ff-a9a4-4dbb2399f48e,a361cc24-04c7-5dd9-a3c2-8f4419960dbb,c529bf79-90d3-5602-9399-40738335c242,training,Upsell Buy Load service - high foot traffic area,medium,pending,2025-08-28T00:00:00,2025-07-19T00:00:00
baf89744-4434-527d-b502-2b430e7107df,a88d88af-877f-56c1-9477-69b5f3181ec4,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,reactivation,Resolve merchant complaint about delayed settlements,low,pending,2025-08-25T00:00:00,2025-07-18T00:00:00
2a0902c5-7192-550f-a673-ad97973c8a29,75bbd7eb-0476-5f46-9b01-32c25a4774e3,b21aa617-83df-5e76-b78c-67561698ba56,upsell_product,Provide updated marketing collateral and QR standee,medium,pending,2025-08-19T00:00:00,2025-07-28T00:00:00
d9abfce7-9ac5-5f8e-814c-07611684d71a,3e9833ae-27e7-5954-985e-5192185af74b,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,follow_up,Schedule GSave onboarding session with merchant,low,skipped,2025-08-10T00:00:00,2025-07-25T00:00:00
b97a4d9d-2727-504b-8dd8-10f7b43bf7f0,7829c712-e5e1-586e-bd76-b80949808b10,84b924df-189f-5e64-a8c8-056b56e362d0,training,Re-engage merchant - no transactions in 14 days,high,in_progress,2025-08-10T00:00:00,2025-07-31T00:00:00
ccbcc438-c644-5d60-a1e1-7a1dc3cda730,6a536aa5-84b3-5994-9693-3f54ec998ced,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,reactivation,Offer promotional rates for Cash-In to combat Maya competition,medium,pending,2025-08-22T00:00:00,2025-07-24T00:00:00
f0606e3c-c753-5c0d-b5d9-180e92bac3aa,b7416f3c-4e1c-5231-9f5c-d4b36aef8c69,adf43fc2-e637-5500-8a6b-8a40e079d07c,training,Resolve merchant complaint about delayed settlements,low,completed,2025-08-11T00:00:00,2025-07-31T00:00:00
2e5f7442-14a5-5450-9c54-f71a6843e632,6409d22c-88a1-5681-86c8-da655632ac52,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,training,Schedule GSave onboarding session with merchant,low,completed,2025-08-14T00:00:00,2025-07-24T00:00:00
ff7dc07c-0a96-5020-9321-57a189e865a2,48960618-a551-5a8c-bbbb-0249881e9ac3,adf43fc2-e637-5500-8a6b-8a40e079d07c,upsell_product,Resolve merchant complaint about delayed settlements,medium,pending,2025-08-13T00:00:00,2025-07-27T00:00:00
09d1d492-8c3a-54fe-b7c8-bbbcc234387d,79f6bc28-8fb5-5667-8083-4cb80dc0d83d,492935f3-f9ee-5d56-b64a-6da8931cf13b,reactivation,Schedule GSave onboarding session with merchant,high,in_progress,2025-08-19T00:00:00,2025-07-26T00:00:00
5937b9be-4ecc-5f14-98b1-abe79f113fbc,b5fc8288-b9e8-5d46-8a57-1c98dd1ec87c,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,resolve_issue,Conduct training on new GInsure products,high,completed,2025-08-09T00:00:00,2025-07-27T00:00:00
291336a8-f419-50fb-919b-0c18e1bd1230,98a2cd8f-27f3-54b3-a80a-10e08de1d82c,adf43fc2-e637-5500-8a6b-8a40e079d07c,reactivation,Offer promotional rates for Cash-In to combat Maya competition,high,completed,2025-08-23T00:00:00,2025-07-27T00:00:00
0087032b-6fcd-5615-af63-b166e251efec,d4110a62-ffba-5869-9a5f-f35bb8faebaf,c928179a-f72b-50f2-bd6c-8efebcd2d268,visit_merchant,Resolve merchant complaint about delayed settlements,medium,completed,2025-08-10T00:00:00,2025-07-31T00:00:00
22f27d1a-86ab-5221-a55b-bab9682bc8d2,09bafe42-8b3d-575e-9484-7efccddcc10d,24c3eae6-21de-5fa7-ad75-775edd1167e0,resolve_issue,Provide updated marketing collateral and QR standee,low,skipped,2025-08-03T00:00:00,2025-07-19T00:00:00
e6da49e2-84dc-541c-b820-6a976732f2f0,dfd8191b-b887-5fbd-82b6-28453104ddd5,b21aa617-83df-5e76-b78c-67561698ba56,resolve_issue,Investigate declining transaction volume trend,medium,completed,2025-08-17T00:00:00,2025-07-24T00:00:00
13e3802c-94ea-54b8-aea3-845ed735ac7a,e57c321f-fc53-5891-b40b-dcf58abda3d0,c529bf79-90d3-5602-9399-40738335c242,resolve_issue,Follow up on pending Bills Payment activation,low,in_progress,2025-08-19T00:00:00,2025-07-28T00:00:00
35c83ca0-d331-529f-98c2-702708e8e5fb,c2185795-2f9f-544b-a577-334174be914d,7a052b5f-cf18-5b63-91b4-4c385d96d71f,training,Offer promotional rates for Cash-In to combat Maya competition,medium,completed,2025-08-25T00:00:00,2025-07-21T00:00:00
d23afd65-49e8-5f58-a9b4-1c57b9d5168b,7944d169-47e3-5be3-8e6e-48cb0be22ca0,adf43fc2-e637-5500-8a6b-8a40e079d07c,visit_merchant,Re-engage merchant - no transactions in 14 days,medium,pending,2025-08-18T00:00:00,2025-07-30T00:00:00
dadbba88-65f6-5d44-9bf4-52bb811460bf,ddc63cec-f08f-5452-ae9b-e788dec170e9,229ec319-00c3-5250-afbc-759d6132ee64,training,Offer promotional rates for Cash-In to combat Maya competition,low,completed,2025-08-27T00:00:00,2025-07-20T00:00:00
d077101c-9761-5179-9099-4e392be1b9c4,81f09c34-379c-5c48-920c-966e2067fe0c,48787cb4-04a7-5b80-8148-23b777165705,training,Upsell Buy Load service - high foot traffic area,medium,pending,2025-08-21T00:00:00,2025-07-28T00:00:00
4905df7d-656f-5c74-8afd-a432cbea000b,293e698d-212e-511a-9515-6d61fdc1b3a5,60ccfd44-0502-5fa0-8d27-9cc265f1db31,follow_up,Activate GCredit for this merchant to increase transaction volume,high,pending,2025-08-14T00:00:00,2025-07-22T00:00:00
f64d8357-4939-5afd-b262-9c659ede1687,f8d90075-3eef-57df-8330-23687233e1a4,ea60bf00-905e-5abc-b08e-4c17000dd149,training,Schedule GSave onboarding session with merchant,medium,in_progress,2025-08-11T00:00:00,2025-07-29T00:00:00
