id,outlet_id,txn_type,amount,currency,txn_date,status
120d43a5-ab79-5a31-984b-f0191e7f0362,341a3bc3-5c02-5d55-a530-3ea9ba9499b5,buy_load,62.68,PHP,2025-07-29T17:36:00,completed
75c1ec8d-fdfe-5de7-bf6e-7f3d72634daa,9400bc5a-a0e8-51d4-ac65-198f7c034d14,cash_in,286.36,PHP,2025-07-23T04:06:00,completed
e0a908fa-c0d5-5375-983e-4e717b8296bd,bb01dbc7-1d5c-5aab-b528-d05a1dd919b0,send_money,2575.51,PHP,2025-07-21T05:04:00,completed
89625acb-e964-5a46-b2de-e81fda8e4c1d,c81d4867-79db-551f-98a1-4f7363565723,send_money,817.52,PHP,2025-07-13T10:49:00,completed
140710b4-9f9a-5e1b-86d2-eafcbe0dcf8a,fed7793f-6c46-5130-9b9b-36a3e41cc742,buy_load,28.81,PHP,2025-07-12T13:16:00,completed
27f934f8-c2ce-5bac-9d0f-e12a83f6b1a1,38e5549e-7e95-5b94-98d2-09edb6eee8c3,cash_in,1652.97,PHP,2025-05-08T08:37:00,completed
e4b5bb37-72fc-517b-9336-e1c1648223ea,2120de3b-6e89-5446-b10d-84783bca78f8,cash_out,1531.95,PHP,2025-07-09T12:01:00,completed
01e7e1d5-acea-550b-93f3-823cf8283c2b,88c4d406-580a-520e-93d1-a9491ae16323,send_money,1590.32,PHP,2025-06-15T14:10:00,completed
d89f5605-21c8-591d-8cb2-4afd9445bd44,ef1b6e73-f031-5894-824a-4ff1e58fc120,cash_in,424.04,PHP,2025-06-22T05:20:00,completed
060d168a-aec9-52ad-a148-961bb32c9192,fd067d0c-8fd4-5410-8066-cb1d1995363d,bills_payment,820.29,PHP,2025-06-19T17:04:00,completed
2340afaa-59f1-53c0-958c-28404c91f568,8a91073c-f678-5bb2-8e9b-1cd31b741b64,cash_out,3892.74,PHP,2025-07-26T05:12:00,completed
4bcf51bc-0df1-5f48-94b5-8eae48bc99e0,658a0dac-8301-5979-8a2d-e6706358d4ec,cash_in,2641.96,PHP,2025-07-03T15:34:00,reversed
58b37238-5dfb-5983-a8a7-0b4a3d93e5ce,4b2275bd-ea39-50f7-980c-c5b233b997d3,buy_load,54.36,PHP,2025-06-02T04:06:00,completed
361e3a0a-1872-5a97-85f8-823cabc3a586,af363d3c-860c-5698-a9cf-bb1c6f450514,cash_in,4199.85,PHP,2025-07-31T08:30:00,completed
3bbe29fc-0ca6-5cdc-89ad-02527711ba76,e0736f72-3f98-5bff-ba01-8a58f1c0b8a5,cash_in,362.2,PHP,2025-06-20T06:21:00,completed
5884a29c-99d7-52d6-a7b5-8e6f5b9c3146,c9cd5468-5c6c-5bf3-b662-2c90351581f1,buy_load,10,PHP,2025-05-19T11:52:00,completed
a994c181-c810-5a21-9299-7f6a89230dc8,1e927583-a58b-5d98-bb4e-df68360b0638,cash_in,2627.9,PHP,2025-07-03T15:13:00,completed
822ca9a4-54e4-5d23-a839-cc5accb70290,5d2d7e8e-dd31-5892-a306-980c402b03c4,cash_out,2428.95,PHP,2025-07-03T09:49:00,completed
6c06a2ba-7ace-5244-b3a4-bb919d674bcb,2d5ec651-590e-5d72-8d3a-eb69cffb940a,cash_out,1630.92,PHP,2025-05-02T03:18:00,completed
c08723d1-8450-53d9-8a04-32d530e95f71,9cbcbf81-121b-5b0c-903c-99b4791db0b4,buy_load,73.56,PHP,2025-07-15T07:33:00,completed
3e51ade7-ebfa-53b4-ba74-f994afdc5a91,aef13d93-2926-5d27-82cc-91eb397e1d5d,buy_load,48.17,PHP,2025-07-27T05:20:00,completed
84eb2682-b56f-5ffd-ab16-e334793d9f39,13860416-cfcd-5aa8-ac90-096ab9677e84,cash_in,4619.96,PHP,2025-07-01T12:35:00,completed
ec0616ec-f0e8-51df-a71b-5470d51bdf97,f4314759-d00a-55f5-8b8f-3527363036cc,buy_load,53.83,PHP,2025-06-17T11:20:00,completed
a3939bdf-04a9-51a1-97f7-c0d093f5bf18,c3753c2f-d009-5a3a-8cff-e16d8c15df87,buy_load,82.93,PHP,2025-06-28T03:53:00,completed
47b0adcb-adb7-5bd1-949c-1e1b116dfacc,d9f66c50-00e3-50ee-aba1-3b4fbff20621,cash_out,1939.53,PHP,2025-06-18T12:44:00,completed
3b6b6a26-6bb2-52de-b87c-adc073c60db5,0d96e977-be2c-5789-8286-3eeb4b930c88,pay_qr,54.68,PHP,2025-05-07T07:12:00,completed
618a9521-71a9-529d-9044-db5fce9f617d,e397969e-b51f-5445-b386-9d4053ca0e27,cash_out,1464.53,PHP,2025-06-07T17:26:00,completed
e475d56b-81f3-541f-8157-ffa80b3e45d8,264fc5cd-4200-5b9f-9711-123db4d09d9f,buy_load,57.32,PHP,2025-06-24T13:05:00,completed
f1e4492b-d7c0-5ed8-a583-13076b134923,ac2f36dd-a750-567f-9055-3b273b213591,buy_load,36.69,PHP,2025-05-22T15:05:00,reversed
fc0167bc-8d7d-584a-b3db-18876bd6b7d2,0b242086-2362-5dca-bd67-d4bda6f6d1fd,cash_out,3064.37,PHP,2025-05-27T11:51:00,completed
4279020a-bb1c-5707-b909-c727d3a72b55,f2d269c5-e9d3-5006-b3f0-9cc02e002275,pay_qr,20,PHP,2025-07-29T11:14:00,completed
34774505-a6f7-54e1-806a-bbe5f533dc07,ce7b97f5-df91-5236-a502-770b786b89e8,bills_payment,1716.52,PHP,2025-05-25T01:57:00,completed
5b0895b3-1545-5427-8826-91a471340f14,5964b9e8-8813-5f2e-9a80-c3a4757bd3c4,buy_load,12.09,PHP,2025-07-02T01:50:00,completed
9147870d-2989-5ed4-bb38-5fb833d7cc73,3997a8f5-6016-5810-b435-db8ec38b2c79,send_money,1716.36,PHP,2025-05-13T10:07:00,failed
b9f1dc66-7b0a-50f5-b6f0-dc3873d71630,88c4d406-580a-520e-93d1-a9491ae16323,buy_load,86.71,PHP,2025-05-14T04:06:00,completed
42fa524b-5936-5bef-865b-cd7762428ca5,7f8ebaa2-73de-5bc3-b462-6ef73f1d60c2,cash_out,1256.79,PHP,2025-06-08T02:31:00,completed
7c73d5d7-6a60-5941-9b22-5b020612bac3,753de5ea-fbb2-5267-b6c9-2108c456901d,cash_in,5588.98,PHP,2025-07-22T09:15:00,completed
33092f10-feb1-5b28-9c06-83b9a9677e55,7c02f579-69f1-5574-84c1-fc512e1649c7,cash_in,4330.27,PHP,2025-07-23T16:12:00,completed
ba0b0aa6-c85b-546c-9b80-9d39e1173698,8a91073c-f678-5bb2-8e9b-1cd31b741b64,buy_load,30.78,PHP,2025-07-11T10:35:00,completed
2cd546e1-7474-55a1-ab52-5f65a39a2235,7006925e-6af2-5e3c-bd85-788a1d1343ac,cash_out,1238.36,PHP,2025-06-17T15:46:00,failed
b214cc80-2ee8-5212-9d7c-9afc66186fa5,8f90220a-79b9-5c81-afee-4203687c653b,cash_in,1883.86,PHP,2025-06-10T14:14:00,completed
822bf585-7a08-5b2b-9928-ab3331f771dc,88c4d406-580a-520e-93d1-a9491ae16323,cash_in,399.83,PHP,2025-06-20T17:20:00,completed
01491b52-af11-5cc6-b2d8-5ac821a0ef13,9238634c-c937-5e10-b425-5e31b9923a8b,buy_load,65.61,PHP,2025-07-18T02:46:00,completed
8d476c00-eb43-54bc-92b2-429c54e29835,44822024-67e2-5ccc-aa07-5429953f362a,cash_in,510.23,PHP,2025-07-12T15:04:00,reversed
34bb3f0d-759e-5c35-afff-4c23cbecfef2,e9c26c5f-6e89-53ec-8a85-bf1d27870158,cash_out,1577.84,PHP,2025-07-26T05:07:00,completed
9d5c1e1d-0e9b-510a-9c48-3ca5863ac4df,4b2275bd-ea39-50f7-980c-c5b233b997d3,bills_payment,332.71,PHP,2025-05-02T02:12:00,completed
32fc22e5-f7d4-5ca9-9c28-8749e1cbd1a4,242e361d-cdf2-546c-a27c-61a39044493c,cash_in,2915.33,PHP,2025-07-20T06:45:00,completed
a52151b4-27aa-56cd-83a1-0efc7b362782,b824f1a2-f6b0-525f-ac58-027f7057e19b,send_money,1933.5,PHP,2025-05-11T14:05:00,completed
7f7534f8-eeed-57b7-b3e0-7c97379e0a69,8f90220a-79b9-5c81-afee-4203687c653b,cash_out,1712.54,PHP,2025-05-11T01:39:00,completed
1eebe3e4-0f38-5c1f-a729-546e8d46a174,6df02c74-0a9d-5114-b570-ca3bfbe11fef,cash_out,2480.31,PHP,2025-05-30T10:23:00,completed
8cdca899-5c9e-51a9-9501-6f6508705bb1,a07d29f4-fe3f-58dd-94b4-6903c65af63c,bills_payment,1707.26,PHP,2025-06-27T14:11:00,completed
af6f07da-30f4-5b69-bc7a-fea3043dcbdb,0d96e977-be2c-5789-8286-3eeb4b930c88,buy_load,19.63,PHP,2025-05-15T01:05:00,failed
2472d0b5-582c-594a-bfb0-74de3810aeb5,88bf0ee2-5237-548f-b350-bd7762cf6887,cash_in,1297.04,PHP,2025-05-15T14:23:00,completed
df2725ff-41cc-514f-85dc-4c40b200d568,97a3c21c-6620-5b80-86f4-23b182349bb1,buy_load,114.76,PHP,2025-07-01T06:23:00,completed
cb8e5f40-8ba2-5dcb-8833-a8c883870da3,3bcd50f7-f0eb-5174-b1a9-9deab11031da,cash_out,3758.27,PHP,2025-07-26T06:19:00,completed
ddef5e21-bb6a-509b-986b-a11ae8e3b345,c2185795-2f9f-544b-a577-334174be914d,buy_load,55.41,PHP,2025-06-10T04:18:00,completed
e56f495d-364c-550e-9764-81523854b9e3,44cb00b0-30e2-5c17-b375-61ac679636ba,buy_load,43.74,PHP,2025-07-08T17:20:00,failed
52c65300-8bd7-5267-863d-020125bfc9d8,732fe5fd-2dd9-5e16-9ff1-20b392cf8dcf,cash_out,3896.57,PHP,2025-06-03T09:38:00,completed
9abe5b14-7340-5010-8032-2e602929cf1e,25545ace-abf2-5cc2-b6df-48625825ed4a,cash_out,967.72,PHP,2025-06-30T09:32:00,completed
ea503383-36d1-55f5-9971-5306429132cb,c0df7fa1-c35b-5e76-9f7f-be2d4e7b9137,buy_load,36.61,PHP,2025-07-11T11:25:00,completed
42ba6195-b43d-520c-84bb-af2fbdd6e92b,75bbd7eb-0476-5f46-9b01-32c25a4774e3,send_money,229.85,PHP,2025-06-10T06:11:00,completed
158c4a8d-0b87-5e44-9fc4-5a1fd92da213,604a4e51-c147-5268-8856-f649e96e8de5,cash_in,1456.91,PHP,2025-07-02T07:07:00,completed
e5e74c73-f1d0-53fd-9543-f50c730a0a90,79480e02-9513-5b1f-8ee8-851a8e95692c,bills_payment,2577.28,PHP,2025-06-10T07:21:00,completed
23812dc4-08ab-5cdb-b9a5-ef33a7c81653,2f0d50fa-61c5-5f65-85cf-5797db775a40,pay_qr,228.07,PHP,2025-05-02T02:38:00,completed
a0ee2d9d-5a1f-5ef7-b39a-87037bde5851,16f4f844-5038-5b1e-8c65-ea315a585e05,cash_out,2632.44,PHP,2025-07-11T12:40:00,completed
28d6c740-553e-5b5e-ade9-1974878f5d7a,df28fc2b-8725-5f9f-b07b-689682471c74,buy_load,36.77,PHP,2025-05-10T08:12:00,completed
7a8e4f81-5fa6-561a-a1ab-6b59682cfd30,ef1123b0-4761-5276-bf42-c99cc64e1d86,cash_out,3323.54,PHP,2025-05-13T15:48:00,completed
c9e8534c-555e-5ab6-8364-cffa97708d98,9eb33723-4279-5c9e-9659-739a57fe1735,cash_out,2666.51,PHP,2025-06-16T05:52:00,failed
6b1d8359-e59d-5742-937c-a0632271996e,6c43b5de-1a73-52a4-9fa1-e51595e4486f,send_money,1720.71,PHP,2025-06-24T15:40:00,reversed
41d4fdbe-fb5d-5a94-acf0-479f5e349125,216c274e-2c70-50d1-bfaf-4b7cfcef9292,cash_in,2522.41,PHP,2025-06-26T17:29:00,completed
c6ecbfe8-52d7-5c68-b285-d2fff0713648,13e9865d-d14f-598f-b083-8b877609cc7c,cash_out,2696.25,PHP,2025-07-03T03:19:00,completed
d63a30ba-109e-5d5b-abd3-b34e7a5874e2,aef13d93-2926-5d27-82cc-91eb397e1d5d,cash_in,1376.39,PHP,2025-05-14T02:07:00,completed
d3e4d2af-e549-5845-8e67-ca99780aaff4,e0871838-be01-5d11-b197-cc87d0f2ba01,cash_out,4968.74,PHP,2025-07-08T01:23:00,completed
f43e6d24-3605-554a-910c-f43bb5a7fbb4,fec5ef32-adc8-52e8-a786-3c1a3eeddcb4,pay_qr,322.95,PHP,2025-06-15T09:33:00,completed
b452c223-8ea7-5d52-8464-279fb1a7f133,55604d5e-28aa-5e9b-b0e6-b70f0999b394,cash_out,4136.71,PHP,2025-05-23T06:56:00,failed
ce9f6ce6-373c-522f-af13-a4b63c59a725,0119dc39-1092-5316-b82f-ff32891806f1,cash_out,4238.85,PHP,2025-06-30T13:54:00,reversed
df970d77-1995-505b-9e8a-ec95d6a45701,4e810bf7-5af1-592a-82b5-2e47d61a7915,send_money,50,PHP,2025-06-01T07:54:00,completed
777379ec-d178-5513-a2d6-56af60a368be,b14a7b9e-336c-57df-8501-975f53e6b1cf,send_money,550.81,PHP,2025-05-22T10:31:00,completed
161e6f42-1e1a-5fe5-a4d4-2e5eab4fa8d4,11eb90aa-c2ce-5140-854e-7e88706cc9c6,buy_load,88.06,PHP,2025-05-13T03:29:00,completed
f8a5d96d-e3dc-5dd3-acac-ac12c393bb2e,d4433849-0935-586b-93bd-85a86f99d92c,cash_in,4120.61,PHP,2025-05-09T16:03:00,completed
7956a7fa-123c-573b-a774-00cfbfa387ee,3c93a092-47e6-5c14-bdba-7ccdd461340c,cash_in,2726.65,PHP,2025-05-05T06:56:00,failed
6908e754-ee60-5fb7-8cf4-49aee3b8b95e,8f90220a-79b9-5c81-afee-4203687c653b,buy_load,49.19,PHP,2025-07-28T02:33:00,completed
6404d78b-77cc-53d9-886c-394d36825774,ed7871c4-9c27-53a6-8539-c9795a6740a3,cash_out,4555.8,PHP,2025-07-04T03:41:00,completed
29d33936-5e6f-5e94-9b0c-8c54acc075ba,59796915-dc07-5f60-a803-aaace8adee1a,cash_out,2234.81,PHP,2025-05-27T04:51:00,completed
1fa67399-b5d6-5f6f-9b09-b9d1c3e25f1a,419e04d5-554e-5f26-870c-490f24f89c94,cash_in,5168.49,PHP,2025-05-14T16:15:00,completed
6859e302-51fa-5404-b21a-bfd3b601df6f,cd01bc68-ff0e-52a1-bd7a-56f6ff49ab44,pay_qr,636.77,PHP,2025-05-25T04:14:00,completed
4da5022d-bf08-5bfb-a965-0f43ce97deb8,0ba00c7e-2d91-5872-bbbb-f7a769d4d1f8,cash_out,1765.24,PHP,2025-05-16T12:07:00,completed
0661f530-ae56-5d2d-89f8-7437110edf22,b824f1a2-f6b0-525f-ac58-027f7057e19b,send_money,1427.43,PHP,2025-06-10T05:09:00,completed
ff3015a2-2808-53aa-a93a-a719968c0d8f,88653dfb-9b9b-5903-b0ba-280d082ac566,cash_in,2942.14,PHP,2025-06-18T12:54:00,completed
bead0fcd-33d0-577a-9e96-7c7c000ac298,acd639d2-0a2a-5b8c-8f9b-a8a9056d9582,send_money,703.01,PHP,2025-07-20T12:44:00,completed
f9079e21-a17b-58e2-b475-42d42dc68fd4,264fc5cd-4200-5b9f-9711-123db4d09d9f,cash_out,2387.49,PHP,2025-05-10T15:39:00,completed
139b82d6-507d-56e5-b0b1-5069447d3183,8cd8822e-c0bc-5720-a3b9-fd60f890d81f,buy_load,46.99,PHP,2025-07-24T16:17:00,completed
50446511-4fe3-535c-8865-1f7972078dcd,6511e734-1feb-59af-a892-a87374f34ebb,cash_in,5580.98,PHP,2025-05-25T18:00:00,completed
7c9908ce-e985-5e36-8a2c-8e5aab7a6e06,7d8fca79-7c9f-5576-8887-3923fb333107,cash_in,3101.07,PHP,2025-06-14T15:49:00,completed
63f33a30-a8af-5264-bbd3-6f5b67265100,5ee5bcb6-f69b-5186-9fb9-3aa1b552b4a3,cash_in,651.62,PHP,2025-05-24T11:38:00,completed
c8fbe37c-87ca-58c5-b6e7-1ddcc8ccbe10,ddc63cec-f08f-5452-ae9b-e788dec170e9,bills_payment,1104.95,PHP,2025-06-05T12:28:00,completed
9a21fb23-4038-5566-9966-3b511cb0a919,4705e7ec-7a1b-5d42-97a5-ded3b344fb38,cash_in,3165.34,PHP,2025-05-13T16:01:00,completed
ef805d2c-9a14-5d47-8685-1dea17832a0d,050067db-17c3-5f23-ae16-64a16e384958,cash_out,2526.0,PHP,2025-05-05T12:23:00,completed
01412fb3-b838-5ba5-a750-da117525684b,3997a8f5-6016-5810-b435-db8ec38b2c79,buy_load,44.31,PHP,2025-07-07T13:21:00,completed
0b0f254b-ad8b-599d-a2b6-14f8ab03176a,ec16ce62-83c7-5e79-a058-53958873236b,bills_payment,647.14,PHP,2025-06-04T14:18:00,completed
8cef3b75-41bb-5127-89f5-6038ad2ea908,578d5b84-5e11-50bd-b68e-24b49a525709,cash_out,1646.41,PHP,2025-06-15T13:45:00,failed
1017be73-ef55-5ee3-bdcc-201b12a9d53f,19ad6550-d1aa-5908-85c6-f7650e2b90ab,cash_in,2619.48,PHP,2025-07-24T02:09:00,completed
c7d7ace1-7caa-59c5-bdfd-c384d8d78124,732fe5fd-2dd9-5e16-9ff1-20b392cf8dcf,buy_load,41.59,PHP,2025-07-20T07:02:00,completed
8cfbf45f-8d4b-5856-bf2e-b33567e688a3,76da179c-4d8c-522f-99fc-aa130e0c2abc,buy_load,20.31,PHP,2025-07-06T08:40:00,completed
9d8754c7-07e6-5512-b5fb-c3d2ebf17ad0,13860416-cfcd-5aa8-ac90-096ab9677e84,cash_out,2930.88,PHP,2025-05-12T04:35:00,completed
7f87ae3d-2b54-544c-8bc2-75151d2043bd,e3cb700e-57bc-504f-817a-82f704e71066,buy_load,63.92,PHP,2025-05-21T02:21:00,completed
6ff27c4b-1e13-54ed-9052-5a78327bca4d,ef1b6e73-f031-5894-824a-4ff1e58fc120,pay_qr,364.71,PHP,2025-06-25T16:27:00,completed
abbccfee-d737-55a7-adc7-f57b9818c97b,ab402b91-e908-5c90-89d1-040c3fad8c6f,cash_in,1798.88,PHP,2025-05-19T12:19:00,completed
76191eda-2feb-5956-aff4-20d52bc0d6c5,1ceebcaa-0c54-52fd-a620-4697ab1eb0ec,buy_load,87.38,PHP,2025-07-28T16:41:00,completed
6850a908-cb93-55d9-9784-51df560de8a8,de3077bd-c791-5e4e-93a3-e4330eadfb3e,buy_load,103.03,PHP,2025-06-06T01:27:00,completed
a71334da-7e0f-59f5-be42-56a4bb2abd9f,b720f7b3-1de3-569d-9baa-325f7e6aaa02,cash_out,2725.34,PHP,2025-05-05T16:02:00,completed
99eaa3ba-ddf0-5822-a6f3-c63b37bfa55f,98b4a36e-f020-56da-b90f-6c92745270df,cash_in,4346.81,PHP,2025-07-22T11:29:00,completed
631eecde-b73e-51a4-aeff-144ccec3b44b,fc7c125d-137b-528f-b061-c94c52ed635a,cash_in,1017.68,PHP,2025-06-13T11:03:00,completed
1fe68361-088c-5746-97fc-7797fe7bf6d0,f738a129-e9dc-528e-8079-d88ddb5549c4,cash_in,4316.61,PHP,2025-06-19T12:36:00,completed
f9cf3c26-a746-5128-8f68-824eb9f48b89,3d0834da-1004-5eaf-9b12-70ca1efbc891,cash_out,1004.26,PHP,2025-07-26T13:51:00,completed
981e31fa-9b6b-50ad-b295-4cc60d549a0f,b905c365-f86b-5e0a-bea2-7c14bea33ed5,cash_out,1200.13,PHP,2025-05-12T08:47:00,failed
6efce39d-5c41-5f28-b15c-d8fcb84b6b04,1a2cc6bd-3f5c-5b1d-bf24-5f67f32471d9,cash_out,289.15,PHP,2025-05-04T17:34:00,completed
b5a43534-effe-5c33-825a-082585294c5d,1b5b3406-cca4-5db4-bdc0-313197045c63,cash_out,2427.62,PHP,2025-05-30T09:22:00,completed
c7b2d74b-d74b-5ac6-809f-a86b8d0bcf5e,bd68906f-9496-59ec-b6f7-a1c7cbd457e5,cash_in,1687.76,PHP,2025-05-03T03:52:00,completed
93d3521e-a593-50c6-9ca3-92356a0c2096,84ae3f98-20b5-568e-9fcf-34eda610e05a,cash_in,2018.19,PHP,2025-05-30T15:49:00,completed
fe143824-93e7-5b5e-a52b-daa88c5eebe4,f2938a3e-e2e7-5b26-8a84-d1c3e60f941b,send_money,928.88,PHP,2025-06-29T05:42:00,completed
dbcf5ac3-e759-50d9-a0d6-d2bcd4da759a,f7b60c5f-ce0c-535a-a0d9-8bbdf0533618,buy_load,46.34,PHP,2025-06-11T11:55:00,completed
c99311ad-3c97-593d-8d5f-00caaeb5d2e1,ef1b6e73-f031-5894-824a-4ff1e58fc120,cash_in,5031.21,PHP,2025-07-15T01:58:00,completed
b0f7c93d-a76c-5591-8a03-653b6f58b83c,a39d0783-2b40-5751-bde2-5aebb6de1679,cash_in,2879.71,PHP,2025-07-08T15:12:00,completed
