id,outlet_id,product_id,status,activated_date
99139f42-dcca-5d81-92c4-09e2cc2dff4a,c374b78a-8385-5dbd-ab1e-726563b1014c,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2026-08-03
999f99d5-10c9-53fd-891c-301b16fb3680,c374b78a-8385-5dbd-ab1e-726563b1014c,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2026-03-27
86aa6ff2-1b96-5cca-b42e-c77a8699c3b5,c374b78a-8385-5dbd-ab1e-726563b1014c,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2026-06-29
78eff5e0-5b98-5cac-8e87-80473ed5e596,c374b78a-8385-5dbd-ab1e-726563b1014c,a9db23aa-1685-5f58-8beb-3c1c13702b6a,inactive,2026-05-16
adddf771-4c88-5b76-89b1-1eb79d923580,9cf0258b-b196-5323-8d6c-3eccbf473c3f,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-07-24
f8ae4f61-9b4b-544f-af56-980cee028c68,9cf0258b-b196-5323-8d6c-3eccbf473c3f,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-05-03
5f338e75-b34d-5001-afad-74867f14ccb8,9cf0258b-b196-5323-8d6c-3eccbf473c3f,9502494a-7b3f-5213-8df6-4e5e5e22101f,active,2025-11-29
2b8322d9-8721-5d92-8cb8-164fca0cf413,9cf0258b-b196-5323-8d6c-3eccbf473c3f,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2026-02-28
d99c35b9-ca36-56ec-aed2-2ff3a190f855,9cf0258b-b196-5323-8d6c-3eccbf473c3f,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2026-02-04
1a974535-e421-56cd-8a8c-ebc1c70d63af,9cf0258b-b196-5323-8d6c-3eccbf473c3f,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2025-09-28
83003b60-d045-5305-ab0d-7b84c2e99380,9cf0258b-b196-5323-8d6c-3eccbf473c3f,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-07-02
a84a7bea-e077-521f-a597-202c0017160d,9cf0258b-b196-5323-8d6c-3eccbf473c3f,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2026-01-22
a64fa451-af57-54bb-8c83-88f25d245e0f,b2ee80b3-73ea-5139-805e-52812d1d5c0b,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2025-10-08
d1be4499-96a0-59a6-9a2e-6ba38ecf18a4,b2ee80b3-73ea-5139-805e-52812d1d5c0b,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-01-18
6d849f7c-2392-5f88-a662-610e84bd9186,b2ee80b3-73ea-5139-805e-52812d1d5c0b,868b1dbf-370d-5142-be8c-5a80dfad818d,pending,2025-11-28
e8c31e20-89d1-5262-953d-4d9be14671d1,b2ee80b3-73ea-5139-805e-52812d1d5c0b,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2025-09-20
7c051c33-79d5-5180-9e32-a54bde730e6d,b2ee80b3-73ea-5139-805e-52812d1d5c0b,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2025-09-18
889af63f-6ae7-5fd8-bdde-7ccc151285f1,b2ee80b3-73ea-5139-805e-52812d1d5c0b,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2025-12-05
a8259725-899d-5e55-a6c7-a5f84241da37,b2ee80b3-73ea-5139-805e-52812d1d5c0b,9502494a-7b3f-5213-8df6-4e5e5e22101f,active,2026-08-11
d8bf59ab-f329-591f-831a-25656491ed9f,b2ee80b3-73ea-5139-805e-52812d1d5c0b,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-04-24
0629db56-fc83-54ae-9743-884ff878425d,b9f302ee-4c36-582b-92c9-ed71368ecdc4,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,inactive,2026-08-02
0553144e-f7b5-58a8-bbc0-ad18f6a17529,b9f302ee-4c36-582b-92c9-ed71368ecdc4,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-03-12
1870f641-baa6-5820-808b-6781ed30a1a8,b9f302ee-4c36-582b-92c9-ed71368ecdc4,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2025-10-27
ba122e7a-407d-54ff-9f8e-0c00f99c8791,43053a5a-68ac-562d-8179-906560683723,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-05-14
e851a0d0-ec01-5366-96c4-2efe1492f6ff,43053a5a-68ac-562d-8179-906560683723,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-09-06
4b9852d0-d958-5e5c-9845-0e7f0d3fd8a6,43053a5a-68ac-562d-8179-906560683723,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2026-03-22
df454c0c-a32e-5f6a-9f50-b1715d263697,43053a5a-68ac-562d-8179-906560683723,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2025-10-22
35f27224-c506-5610-a450-79f3df8514c9,43053a5a-68ac-562d-8179-906560683723,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2025-12-25
bd068fad-0dc8-5fa6-a6b5-b81d029e88fd,43053a5a-68ac-562d-8179-906560683723,9502494a-7b3f-5213-8df6-4e5e5e22101f,active,2026-03-08
0a6c5adb-5a45-584f-9534-5d45767ba371,43053a5a-68ac-562d-8179-906560683723,a9db23aa-1685-5f58-8beb-3c1c13702b6a,inactive,2025-12-17
7cd042ed-238b-507e-a99a-7584676c7fc4,2845093a-3515-532c-90da-051c95e9baf8,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-07-12
e379aa3c-7c9b-5c7b-9a40-05eb1b0f102e,2845093a-3515-532c-90da-051c95e9baf8,018fefc2-38fb-5f92-8391-2fe032547753,inactive,2025-12-01
8955b63a-d41e-5871-ad81-aebe45726c6c,2845093a-3515-532c-90da-051c95e9baf8,9502494a-7b3f-5213-8df6-4e5e5e22101f,inactive,2026-02-13
0b0fb62d-7f09-5340-baa1-9025aede9117,d59e6887-1c3d-5cb0-b4ad-0752bfdc39fc,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-03-26
66d3ee46-3e63-5b90-bfc2-d14d40a2214f,d59e6887-1c3d-5cb0-b4ad-0752bfdc39fc,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-05-02
0f8fad2d-8003-569c-a039-88d10b8fb307,d59e6887-1c3d-5cb0-b4ad-0752bfdc39fc,9502494a-7b3f-5213-8df6-4e5e5e22101f,active,2026-06-26
097c8f4a-a024-5355-a3f6-ee3611473a6f,d59e6887-1c3d-5cb0-b4ad-0752bfdc39fc,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-02-20
9b730b52-22a5-5dc3-bbf9-5cb332205dad,d59e6887-1c3d-5cb0-b4ad-0752bfdc39fc,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2026-06-29
2743748c-3297-5749-bd19-f7fcc72196d6,5cb5f68d-dbf0-5c90-9e6c-e13a3464fb8f,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-04-14
94a31af6-76fb-5a40-9174-25e2782cff4e,5cb5f68d-dbf0-5c90-9e6c-e13a3464fb8f,018fefc2-38fb-5f92-8391-2fe032547753,pending,2026-03-04
231d5d7e-92fa-5f3e-8af0-f7073dbd7fcd,5cb5f68d-dbf0-5c90-9e6c-e13a3464fb8f,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2025-10-20
9347283a-91cf-5e6e-97b8-e0483306e1df,5cb5f68d-dbf0-5c90-9e6c-e13a3464fb8f,9502494a-7b3f-5213-8df6-4e5e5e22101f,active,2025-09-24
c5532f5c-4b74-54f4-aea1-94dd89a9b2de,5cb5f68d-dbf0-5c90-9e6c-e13a3464fb8f,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2025-11-06
f55a93e5-7d3c-5fc7-9af4-dbac2816034a,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2025-10-30
e7791e9b-2653-572d-bf42-13ba2419d977,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-02-03
a52ce6bd-faf7-5433-9501-cefca460dbef,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2026-05-30
738d8c09-3c91-5ec4-99c8-95325736199c,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,868b1dbf-370d-5142-be8c-5a80dfad818d,pending,2025-12-03
5a18a332-a718-54ee-a74f-3d79370edd7d,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,9502494a-7b3f-5213-8df6-4e5e5e22101f,inactive,2025-12-31
c5397ae7-6abc-5d52-bada-1bf9ac08f66e,7f62d1a5-59cf-5ac5-b66e-24f5660b9686,f080ca1b-6cb2-5242-98ed-4612ac098b94,pending,2026-05-04
33c06a4c-3b81-582b-91e3-3cf582996ab8,59e64bea-9720-5d74-82b3-275489371706,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,pending,2026-05-19
8a49ccc4-0cde-5c41-aaea-005277b29a96,59e64bea-9720-5d74-82b3-275489371706,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-09-22
2218d70b-6247-5f85-a1f6-1e13296d5fe2,59e64bea-9720-5d74-82b3-275489371706,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2025-11-17
fda3fb2d-9b2f-57b6-a9c5-6f1235e9e176,59e64bea-9720-5d74-82b3-275489371706,f080ca1b-6cb2-5242-98ed-4612ac098b94,pending,2026-04-15
818214ef-6906-5391-8673-40c78a629ac6,59e64bea-9720-5d74-82b3-275489371706,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2026-05-18
0174113c-3a19-50ed-89c2-5310f4fad6f9,0b27d62a-700a-5cb1-bb9d-2236759107cf,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-01-15
5fd7d4c0-a98b-5ed0-9e4b-4a680ecb7eaa,0b27d62a-700a-5cb1-bb9d-2236759107cf,018fefc2-38fb-5f92-8391-2fe032547753,inactive,2025-12-02
23c6acfd-faaa-5c53-8756-efc6e2a7433b,0b27d62a-700a-5cb1-bb9d-2236759107cf,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2026-01-31
6143b202-bd95-5223-9849-4ba7c1052e9b,0b27d62a-700a-5cb1-bb9d-2236759107cf,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2025-11-04
5f547764-a109-57c3-b7af-beeddd6a1ecc,0b27d62a-700a-5cb1-bb9d-2236759107cf,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2026-01-08
bfc69117-7eaa-5c09-92ac-296005fb31ff,9030d083-9e8b-5741-89ea-e73efe284f44,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-01-25
83c2242e-b361-5e70-84ea-375b4c2fc908,9030d083-9e8b-5741-89ea-e73efe284f44,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-07-23
a13f5f4a-8037-5ca3-90c0-26ca8f8e4d29,9030d083-9e8b-5741-89ea-e73efe284f44,0a1506ca-ede6-548b-91b8-0730277089b0,inactive,2025-09-25
1ab90e2e-efd3-5a81-bbf5-339208a351e9,a0950ab7-a898-57b4-b91b-7881080f21db,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-04-12
8c33f08b-c30e-5215-b20c-5ccf030d426e,a0950ab7-a898-57b4-b91b-7881080f21db,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-07-07
0329cbab-d078-5515-a44f-2d812b2945e0,a0950ab7-a898-57b4-b91b-7881080f21db,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-01-08
138fa1ab-acb0-5af0-ae89-57f15d739e37,1c24d5fc-99e1-5493-be8a-427bdb5b3396,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-02-19
b6de7503-5873-5671-948a-e215fe0169f7,1c24d5fc-99e1-5493-be8a-427bdb5b3396,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-10-27
2bf2697b-c8dc-5f1e-9d2c-8df341175a72,1c24d5fc-99e1-5493-be8a-427bdb5b3396,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2025-12-23
8845aacc-c1a0-5918-b7ef-13109b66bddf,1c24d5fc-99e1-5493-be8a-427bdb5b3396,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-02-26
049e177c-0bae-59f7-aa77-d5e19a56c0dd,1c24d5fc-99e1-5493-be8a-427bdb5b3396,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2026-05-20
cd906df2-8cdc-5b5a-99b6-bf90942cb20c,1c24d5fc-99e1-5493-be8a-427bdb5b3396,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2025-10-06
686b1f97-2cb7-5851-9d83-14da0103ecdd,47622b2b-94cf-5a83-aaaf-ada5db27d918,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-04-20
6e682360-6868-5f01-bbfc-1a96dac62e67,47622b2b-94cf-5a83-aaaf-ada5db27d918,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-02-20
4a4e95d5-b065-5cd9-bb58-d182364b5e75,47622b2b-94cf-5a83-aaaf-ada5db27d918,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2025-10-02
6d642b52-5171-551c-82a9-c32a10385f19,47622b2b-94cf-5a83-aaaf-ada5db27d918,fc407d89-26e4-55ce-a2dc-fdae931500f1,active,2025-12-19
07c724ef-c76a-55bc-9364-23df70466a4d,1aeb76e0-3ea0-5030-9141-833d646ae88c,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,pending,2026-05-13
cd122258-170a-5f70-a0b5-6ce5ed2dc0f7,1aeb76e0-3ea0-5030-9141-833d646ae88c,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-09-06
1e5db167-b2c3-5eca-8f13-56c1e3bdccf9,1aeb76e0-3ea0-5030-9141-833d646ae88c,69d2e248-598e-501c-a2eb-fb4fb8ccf487,inactive,2026-06-23
7d7cfda4-20c7-5ac2-9a60-4d841d2e75e0,fc7c125d-137b-528f-b061-c94c52ed635a,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-04-05
17fc06fd-4e9b-5fa9-be72-7f91684239ad,fc7c125d-137b-528f-b061-c94c52ed635a,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-01-01
75fb4a31-63a7-526b-9fbd-51e2569d136f,fc7c125d-137b-528f-b061-c94c52ed635a,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2026-07-22
82a855ff-59d5-5069-bed4-8957fb8fcf4c,fc7c125d-137b-528f-b061-c94c52ed635a,69d2e248-598e-501c-a2eb-fb4fb8ccf487,inactive,2025-12-24
32481a04-d10e-5764-bd34-576cd90d5d0d,fc7c125d-137b-528f-b061-c94c52ed635a,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2026-06-17
44fb5c9b-6e63-5911-94c5-36c267b0c39d,fc7c125d-137b-528f-b061-c94c52ed635a,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2025-10-29
5a6305be-80b1-548b-862d-fd86beb8affd,e457356b-7004-5bbf-a601-22e251c8ef03,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-03-10
5ea426df-41b1-5833-9443-e416770629a6,e457356b-7004-5bbf-a601-22e251c8ef03,018fefc2-38fb-5f92-8391-2fe032547753,pending,2026-02-05
21ed1b10-2745-5e67-becf-95c67e4bbb44,e457356b-7004-5bbf-a601-22e251c8ef03,0a1506ca-ede6-548b-91b8-0730277089b0,active,2025-12-26
e6c32f70-d9cc-5630-869e-d7f3402fef71,e457356b-7004-5bbf-a601-22e251c8ef03,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2026-03-16
4e520fba-5a06-5cd4-a4dc-36cae1379912,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,pending,2025-12-01
93bd99a4-959b-5fc7-8dc1-5f4723738649,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,018fefc2-38fb-5f92-8391-2fe032547753,active,2026-03-23
c091ac26-341e-5eff-9da5-c27e2acb5596,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2025-11-12
69292fe3-bfdb-5c7e-b15c-32b486d2f376,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,fc407d89-26e4-55ce-a2dc-fdae931500f1,inactive,2025-10-01
0bb2372f-b922-5667-be30-9c7910437877,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2026-05-27
67e44157-acbd-5622-9cc4-591afa634837,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2026-08-25
88acf777-0847-5d81-a1fe-3a7a25e0e277,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,0a1506ca-ede6-548b-91b8-0730277089b0,active,2026-01-11
e7b7843a-6733-5aaf-8450-6bd55decd217,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,69d2e248-598e-501c-a2eb-fb4fb8ccf487,active,2026-03-04
c0f3a91f-c47d-5f80-829d-0fd1ce79cd6f,25a51d4a-e1c0-5a85-b455-e9da122a752a,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2025-12-04
8793f82d-a529-5e61-9ca5-3c0efdf30bd1,25a51d4a-e1c0-5a85-b455-e9da122a752a,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-11-03
cb626e22-bbdd-539f-af77-31d18e3d1958,25a51d4a-e1c0-5a85-b455-e9da122a752a,0a1506ca-ede6-548b-91b8-0730277089b0,active,2026-07-09
77f6b0da-5e05-5596-bc1c-c4cac1d60578,25a51d4a-e1c0-5a85-b455-e9da122a752a,4b343160-5928-5bdb-83ef-2c0f9faba1dd,active,2026-02-22
e34161dc-e9e3-5934-b9c6-901e53046036,25a51d4a-e1c0-5a85-b455-e9da122a752a,f080ca1b-6cb2-5242-98ed-4612ac098b94,active,2026-07-28
75fb8699-a557-5b7c-9334-dc837c924690,25a51d4a-e1c0-5a85-b455-e9da122a752a,fc407d89-26e4-55ce-a2dc-fdae931500f1,inactive,2025-10-09
2468aa0d-77fb-55b7-b81d-f40ee0b65213,02f0b9ea-ad84-56aa-9c8c-57305266ecd3,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-05-11
4604a1c2-77e2-54e0-a936-c3e6f1749f0b,02f0b9ea-ad84-56aa-9c8c-57305266ecd3,018fefc2-38fb-5f92-8391-2fe032547753,active,2025-12-23
065ce711-29cd-529d-83e6-aa3ddb77b09c,02f0b9ea-ad84-56aa-9c8c-57305266ecd3,9502494a-7b3f-5213-8df6-4e5e5e22101f,inactive,2025-11-20
d46994b1-651a-548b-a7fc-2c1032d56082,02f0b9ea-ad84-56aa-9c8c-57305266ecd3,0a1506ca-ede6-548b-91b8-0730277089b0,active,2026-02-28
95fc8a79-d7c2-540e-a1e3-0780bc40627e,f54ee33a-a490-55e7-bcfe-bbd885822d51,0b4a6e3b-d5cd-5d10-87c4-ab6fda0aa831,active,2026-06-04
1076a307-3aa8-591d-bd3d-ec8e10f24604,f54ee33a-a490-55e7-bcfe-bbd885822d51,018fefc2-38fb-5f92-8391-2fe032547753,inactive,2025-09-29
ad9e44f4-5fb7-551b-8526-139bb1fc28e5,f54ee33a-a490-55e7-bcfe-bbd885822d51,a9db23aa-1685-5f58-8beb-3c1c13702b6a,active,2026-01-03
76f3be46-79ec-5136-9a56-1aaa12361246,f54ee33a-a490-55e7-bcfe-bbd885822d51,0a1506ca-ede6-548b-91b8-0730277089b0,active,2025-10-29
f759c428-37db-55bb-a670-d1403464829e,f54ee33a-a490-55e7-bcfe-bbd885822d51,868b1dbf-370d-5142-be8c-5a80dfad818d,active,2025-10-05
