id,dsp_id,outlet_id,assigned_date,status
1d9d0ce0-21d0-502c-a2b5-9a4551251ce0,229ec319-00c3-5250-afbc-759d6132ee64,9030d083-9e8b-5741-89ea-e73efe284f44,2026-08-16,active
32e81801-38b9-5278-9e0e-2502a035b3b5,374e0ccd-4366-597f-b5c3-6d60795d3480,a0950ab7-a898-57b4-b91b-7881080f21db,2025-09-14,active
dab2ae42-26ef-59ed-b122-8c6cff6edc2d,fbcd212e-451d-5600-a271-8fec64b3a9b9,1c24d5fc-99e1-5493-be8a-427bdb5b3396,2026-03-27,active
dbf67e3e-6d1e-51c2-86db-289c5c03f785,23fca699-b0f6-528a-8efe-52e28bb1b8b0,47622b2b-94cf-5a83-aaaf-ada5db27d918,2025-09-03,active
88b34879-eeb6-544f-abb9-03d219f3c7c3,54684399-5e5a-54ab-a9b2-5e8ff35f0223,1aeb76e0-3ea0-5030-9141-833d646ae88c,2025-11-18,active
66426fcb-bcda-53d4-b495-72492dbb9904,84b924df-189f-5e64-a8c8-056b56e362d0,fc7c125d-137b-528f-b061-c94c52ed635a,2026-02-16,active
be797976-e784-5105-975f-d31ce2c21d31,dfba0cf4-e584-5bcd-8343-0655db792844,e457356b-7004-5bbf-a601-22e251c8ef03,2026-03-16,active
dbe73f95-51ac-53e7-9cad-70f9c3f4254c,7c9704d9-8185-57b1-bf6a-de200c4e2109,a15fd7a2-dad1-5c57-ad76-5079b4ffa2a0,2025-11-03,active
2c171915-005c-5374-87a4-33c03f8a19c3,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,25a51d4a-e1c0-5a85-b455-e9da122a752a,2026-06-14,active
5871d9d8-6735-5ac0-87af-13ea44160c8e,b21aa617-83df-5e76-b78c-67561698ba56,02f0b9ea-ad84-56aa-9c8c-57305266ecd3,2026-08-10,active
00520ef6-9918-5970-a6de-a8addd67ddd5,1c629fb9-bb65-504f-8efa-b901acda8a1d,f54ee33a-a490-55e7-bcfe-bbd885822d51,2026-04-21,active
3dbb8d9d-7bf3-562a-98e3-1f7d8f42cd19,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,a0295c91-6ad1-5337-945c-ba96a1de75ec,2025-10-22,active
fcc18db1-9a47-5fee-bb3f-b5f8af33f6e4,c928179a-f72b-50f2-bd6c-8efebcd2d268,1a07a8b5-5569-5ae0-9183-8238c7a3624c,2026-07-13,active
f415ddd6-2f67-5fa3-a7b1-6697bcd534e0,d9bae779-a771-5de7-a713-f7d02913bd5b,00ad044e-c101-5f75-83ea-3c17282f2357,2026-07-21,active
8b9b5cf1-0886-5f1c-a963-b19466094d93,60ccfd44-0502-5fa0-8d27-9cc265f1db31,6d2ea7cb-0c6c-5a84-bfcb-5400bb49905d,2026-05-17,active
8e31eec0-cdb3-5689-afa2-5e75df372c10,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,0e5d1f56-5d9f-597d-8a6a-a5c2f54f9b49,2025-11-05,active
55e379e6-d286-5743-b98a-57361d28428c,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,c9d9414c-502d-5ffd-ae22-53dde1ebdd96,2025-12-29,active
20ca7652-c5ce-584b-992a-2844e30ecab5,ea60bf00-905e-5abc-b08e-4c17000dd149,db68976b-4fc7-5d61-8863-f55316a21e8d,2026-06-16,active
bc83c6c1-2fdd-526c-b98e-cbbaff733a54,1fab32d7-3f51-5470-b5b9-ea72005a2e68,8a74f660-2cf7-5258-8ce1-a062e5ca38a4,2025-10-02,active
4c52136e-f58e-5e7c-8186-6fcbcd91be5c,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,20b23860-295a-571c-8e23-0ea9420de1d1,2026-06-10,active
382bbeb2-5830-598c-a49e-4e3e20340cd5,434590a6-0601-5b3c-8768-f7537c77519e,22c2b1d8-ee67-54d2-8390-614c8f037084,2026-05-19,active
8e7effe7-8d2f-5791-a66c-8186271eb7a6,adf43fc2-e637-5500-8a6b-8a40e079d07c,82cbe6bc-80ae-5d0e-8d88-3c70fc17bf98,2025-12-26,active
41fe90c8-cda2-5a1c-b55d-240a14b579b8,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,34b0e718-ed93-5127-b156-10001b69be0a,2025-11-19,active
25d0a1e9-495e-5575-a63d-675089c73133,25c743f6-6b99-5904-8a4a-4b29b700d9e7,65bbc3be-9507-593f-a9ed-ecede0d4e42f,2026-05-03,active
045702cd-f05b-552a-aec6-83b17c06fe9b,15e1ebab-b0bf-514c-8405-61b9a3993057,9e549f5f-d393-5446-ab70-ab93a217fa40,2026-02-21,active
875a2231-f57a-5c0d-aeae-bd42ad985ee0,214dee86-b858-5e86-aad7-d05cc5d8a623,7a33f302-fa11-51fa-856d-1b51059c5adf,2026-02-17,active
28feec66-dff3-500d-8105-fbdec286d1e4,24c3eae6-21de-5fa7-ad75-775edd1167e0,622e35cf-534c-5472-84c8-30c4c81eeee1,2026-06-29,active
a4a383bb-a785-580f-a1f7-804bedcf1e4e,48787cb4-04a7-5b80-8148-23b777165705,90a9b30a-41c2-5330-9846-9c1782ca7533,2026-04-08,active
0412bc24-b5d6-500a-900f-8806fa6cff9c,8086f1f4-673d-5987-81b0-8f204dbfd2ab,ffb805d1-735a-507b-b330-e0ed0ff00214,2025-11-20,active
ccf5e0b9-be96-5d31-9713-8b2faec09847,1208ec90-8992-569c-9143-a14b6d5727e9,e83975c4-8d1a-59ef-b1c9-8b6f708a57c5,2026-03-10,active
c9637cd4-8cc7-5882-8a50-5d6eb05300b0,492935f3-f9ee-5d56-b64a-6da8931cf13b,6389de81-1a65-583d-8aad-1b61cd3d1633,2026-08-08,active
f4a4d9bc-5e11-522f-b0d4-8ee7f82dda19,c529bf79-90d3-5602-9399-40738335c242,e57c321f-fc53-5891-b40b-dcf58abda3d0,2026-06-05,active
5374a222-7f3d-5fdd-b9eb-79c3a6015555,fbcd212e-451d-5600-a271-8fec64b3a9b9,61ce7965-2288-5ad1-9f5f-360ae913ac36,2026-03-19,active
6241860f-4c7a-51b6-8257-fab9f4c35cbf,7a052b5f-cf18-5b63-91b4-4c385d96d71f,65f94da3-6b09-5542-84bf-54c20396615c,2026-03-01,active
c028bed0-f333-5a02-8d52-b60c24643a6d,9cea72a7-c63b-5718-8f89-cff81ccad510,fade118e-67de-5731-a2a0-4cf369881c71,2026-04-04,active
9d528fa6-d2d3-54b4-802c-daec9969dcc7,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,a210020c-0299-55b2-bb3f-5d321d9c87cb,2026-08-12,active
cd290af2-fbf0-5854-9a5a-b434105769e3,374e0ccd-4366-597f-b5c3-6d60795d3480,58766b11-0cfc-518c-86f6-08b0c3f7ec9d,2026-01-09,active
235b752b-87a3-578e-abcf-a197a9a43e1c,7c9704d9-8185-57b1-bf6a-de200c4e2109,64d98796-d2b6-5548-b268-f5d914bf6c33,2026-05-05,active
1a86d8ef-7df2-5360-9880-8427593602ec,dced9f60-36c3-51a3-a4cd-895dfd671dec,5e2b5bab-5781-58c8-bbc1-41a61318601e,2025-12-23,active
b48815e9-010b-50bf-8d89-2a4336892c2a,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,4a0e0a11-9486-5b78-a239-2e50e69faa3d,2025-10-02,active
ff11fa48-fdad-5624-a973-66f89bb4af78,229ec319-00c3-5250-afbc-759d6132ee64,26b3c3af-057c-5d11-bc64-b7efa03c7129,2025-11-01,active
367c2154-1ac9-568b-892e-8c40150e3373,dfba0cf4-e584-5bcd-8343-0655db792844,3885243f-13b1-50dc-afeb-8bad2dc43d4a,2026-03-04,active
1e092f5c-7dbb-55c0-be02-ccc59e9c6eee,c928179a-f72b-50f2-bd6c-8efebcd2d268,38e5549e-7e95-5b94-98d2-09edb6eee8c3,2025-09-14,active
b4b98891-0aa9-53a8-a33d-f26beec00321,23fca699-b0f6-528a-8efe-52e28bb1b8b0,8c464c73-a955-576d-9730-79fd5da4e450,2026-02-09,active
3b2489eb-d6da-58a1-a8a6-ac58ef43d29e,54684399-5e5a-54ab-a9b2-5e8ff35f0223,2e54dbf3-50dd-5a0a-a1e4-b371635781b3,2026-03-01,active
f6da2ed8-5601-5a4d-bea8-1cff9b71b51b,84b924df-189f-5e64-a8c8-056b56e362d0,494a57ee-31cb-5e3b-818c-8960bc3f745f,2025-09-14,active
0c83266b-dd41-5803-9791-3b96529e600b,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,e9f20e41-fc45-5d13-afc7-d79f102a27ee,2025-09-13,active
518abd3a-a22f-5ad1-96f2-eacfbabb232f,ea60bf00-905e-5abc-b08e-4c17000dd149,5d75bd0e-343a-5fc7-a2ee-fa9ada2fbfd6,2025-10-06,active
ac0ac4a7-6d3c-5e13-a95f-ccb0968fab71,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,b74b13ca-301b-5f91-9331-c699ee006367,2026-01-11,active
49c3cd44-c1c7-5eb2-94ef-c2693c5202cf,b21aa617-83df-5e76-b78c-67561698ba56,c22bb6d9-8afc-597b-b171-1eaf1ecb5cac,2026-04-04,active
9658a0e3-f773-53c9-8403-2b479dd041f3,1c629fb9-bb65-504f-8efa-b901acda8a1d,197ce084-3189-5451-aafa-befe51e6f027,2026-01-16,active
36bf5cb0-7b01-5924-93f8-90a26f2ba42f,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,9ccdde10-07fa-5428-809e-ef951a061c25,2026-06-13,active
46828fb4-f292-58c2-b535-4948b8f85326,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,97453fb9-40fc-5846-ab3a-1680f9e15a22,2025-12-12,active
14458489-f19f-5ca7-a199-ed2e6600a6b0,d9bae779-a771-5de7-a713-f7d02913bd5b,1ceebcaa-0c54-52fd-a620-4697ab1eb0ec,2026-07-05,active
87422681-d159-5383-9fab-f4cc18cca56a,60ccfd44-0502-5fa0-8d27-9cc265f1db31,7f8ebaa2-73de-5bc3-b462-6ef73f1d60c2,2025-12-03,active
6ad7315a-bfbc-5678-a6cd-1315510572da,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,a05d68b6-a09e-57eb-b93e-75ff6fd97028,2025-12-03,active
c2dedd79-40d9-53af-938a-701259604a68,adf43fc2-e637-5500-8a6b-8a40e079d07c,9d371c5a-f129-5f2c-8e70-514c2f6e27fd,2026-07-01,active
ba67b351-e263-5f37-9acc-3212f49bd8f3,48787cb4-04a7-5b80-8148-23b777165705,049b286b-bc98-5072-af5c-7624b16c23a0,2025-10-20,active
68dd2340-34c9-5b9f-8421-6ff855e03e69,1fab32d7-3f51-5470-b5b9-ea72005a2e68,517ebd4f-8181-50f8-9114-4309197e07c8,2026-07-11,active
109f92aa-060a-565f-a457-00eedf2b60b5,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,aeaf83bf-b5f4-51fb-9302-4ab9834b87ec,2026-06-25,active
d2be1ae1-d8b1-563e-b507-9507cdfd6d1a,434590a6-0601-5b3c-8768-f7537c77519e,11eb90aa-c2ce-5140-854e-7e88706cc9c6,2025-09-07,active
7563aa4f-45e2-581e-b368-845e939461ee,24c3eae6-21de-5fa7-ad75-775edd1167e0,6674b5c4-5676-5e15-a60b-247a96538cee,2026-08-05,active
6f23d3c0-2dca-5abd-9309-c4833be6d862,fbcd212e-451d-5600-a271-8fec64b3a9b9,03c210da-6332-53e2-ba4b-a3e540ef0811,2025-11-13,active
10361068-0788-59fa-b321-6c8fe840d68b,25c743f6-6b99-5904-8a4a-4b29b700d9e7,dc40709a-bb2c-5b80-a5fa-36eff78e585c,2026-01-25,active
19f0e58b-b096-53a9-b603-ace9fa10ff65,15e1ebab-b0bf-514c-8405-61b9a3993057,86b6bd00-fb39-51c8-a057-02c9ad460a8b,2025-12-01,active
d5039430-6c2a-5851-9391-0c48e454d410,214dee86-b858-5e86-aad7-d05cc5d8a623,3cd6d4dd-dfe6-57ac-97fa-80b7c17c19ff,2025-12-29,active
b5724baf-cf61-55c3-8201-2522f6bcbcd1,c529bf79-90d3-5602-9399-40738335c242,8076fa57-7ade-519b-9286-8f0c1ab37ca0,2025-11-21,active
4fb980e5-03cc-5ad4-a645-9d151780da47,7c9704d9-8185-57b1-bf6a-de200c4e2109,1fc68ae9-858e-5a2e-ade5-3501459c5fa6,2026-07-08,active
c1a14c1f-a411-5a2b-92fd-3f0259d3267a,8086f1f4-673d-5987-81b0-8f204dbfd2ab,f75db975-de2a-5d3f-bbfc-6a7a25a08c3c,2025-08-31,active
ae36c633-2618-51a0-a409-7a78e1ecf0db,1208ec90-8992-569c-9143-a14b6d5727e9,f2a79b45-bbc2-57e4-9db1-cd80bdc8c4dd,2025-09-03,active
5a535c6e-efae-5cfc-8d12-a97639b7aa52,492935f3-f9ee-5d56-b64a-6da8931cf13b,b65b3f48-4ed6-560b-93ee-3d05cf7e7fd9,2025-12-02,active
22ed9f7b-759b-57f7-b319-daccfb678b75,374e0ccd-4366-597f-b5c3-6d60795d3480,5949f644-2314-559f-a1a0-f3b0dcdd81c9,2025-11-27,active
d763a5e3-2125-5879-9b6a-188f3b5c97b4,c928179a-f72b-50f2-bd6c-8efebcd2d268,a6dbc448-70e7-5da2-91ce-e2f6c505fcaa,2026-07-19,active
2ca6031f-c930-523f-a5c2-cd390402e5f6,7a052b5f-cf18-5b63-91b4-4c385d96d71f,e397969e-b51f-5445-b386-9d4053ca0e27,2025-11-10,active
9ee87eae-596c-5917-b20e-e1ed36f523db,9cea72a7-c63b-5718-8f89-cff81ccad510,11cfc5f5-801d-5aac-bfa3-433c81f8d533,2026-03-29,active
efc8c791-2e1f-5e4c-8af3-d63a57ce4d14,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,32ed98e8-ef2a-5f24-bc15-fd72abe8c1a1,2026-07-25,active
f0d35023-89d6-5cb1-af2b-a7173c454037,dfba0cf4-e584-5bcd-8343-0655db792844,d4433849-0935-586b-93bd-85a86f99d92c,2026-05-21,active
bcb70b83-01b9-5203-8b91-395fc4b26725,ea60bf00-905e-5abc-b08e-4c17000dd149,f8ded629-7996-578f-a74a-9a65837b7f7f,2026-02-22,active
ae9eebf5-aa19-5b4f-ba51-e954784d6390,dced9f60-36c3-51a3-a4cd-895dfd671dec,4d4de468-cb98-567b-b2ce-4ed1afd3bb0c,2026-06-08,active
377459e9-2134-5610-b94a-c5d4f07a40b0,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,96bd0205-8de7-5b6e-960c-0ac3e6a47340,2026-07-04,active
a91ef2f6-6356-5961-a032-d359164362b1,229ec319-00c3-5250-afbc-759d6132ee64,ac14c3e0-6e9d-5a93-baeb-fede0efa3e80,2026-06-03,active
eb482367-0349-57a6-871b-f6400ad92ea7,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,7340d2cf-294d-5438-b864-87ff6efcd726,2026-05-04,active
ab4e5428-c447-5e8e-8cef-13024c50ec9a,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,b8e8100e-6957-5617-88e2-db74634aa46c,2026-07-28,active
9dd93f13-16ce-5c63-bef3-b0e0fe96226b,23fca699-b0f6-528a-8efe-52e28bb1b8b0,8fbb576b-1a4e-5bef-9155-460d2f083b2a,2026-04-30,active
f3180454-cdfa-5318-b221-38a4ee1073ed,54684399-5e5a-54ab-a9b2-5e8ff35f0223,898a0e5b-d908-5060-b440-eb62c6d0ca9d,2026-05-30,active
22aa5ff9-1198-5e9c-bd29-c15e09088405,84b924df-189f-5e64-a8c8-056b56e362d0,db776e0b-6199-5243-8144-b29b45e62c84,2026-03-29,active
8581c575-c23c-5600-9ab1-f14d0b31733e,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,0d06dc6f-2b54-5b8b-b8fe-2793f7ab5d61,2026-03-13,active
ae76d283-03f1-5105-9d18-bf2ea37bad30,48787cb4-04a7-5b80-8148-23b777165705,75c9c753-3e28-5b1c-b3c8-0bbe0a29a265,2025-10-12,active
bd4ead84-d316-593e-b155-e72167718489,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,17e8c798-6f2b-5bba-92a1-25c607fc24c0,2026-05-20,active
21620ca4-7b70-5436-9875-f297e17a4bcc,b21aa617-83df-5e76-b78c-67561698ba56,d86636ba-be31-5766-b43b-0687892ff6cd,2026-06-12,active
ccef5a74-90d6-5b18-997a-bb93c3893a03,1c629fb9-bb65-504f-8efa-b901acda8a1d,c68cb08d-2871-5fc3-a244-3ccfff2aba31,2025-09-17,active
a7d28dbe-52f3-5021-b58f-bc3053f7b9d0,adf43fc2-e637-5500-8a6b-8a40e079d07c,96472508-05a4-5d4a-873b-67bf7e52702a,2026-07-13,active
2b60e363-672e-521d-aaf9-85e3facb63bf,fbcd212e-451d-5600-a271-8fec64b3a9b9,3b3c1920-61c4-5477-a3a7-22e3e7db7971,2026-04-21,active
904dca38-b467-56e6-8776-f604901cf960,d9bae779-a771-5de7-a713-f7d02913bd5b,98e66a0a-6d0a-5888-84ab-dcd6d48f66fb,2025-09-05,active
43f1ff04-284c-5593-9075-5f012442a31c,60ccfd44-0502-5fa0-8d27-9cc265f1db31,2c198f0c-837a-59d2-83dd-1cf8ddf69b3e,2026-07-21,active
0a09e078-2399-535e-96b0-d1cc47b81a08,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,16875ba0-6a25-54e3-a9db-2b70cc51a783,2026-06-25,active
443986d4-7a62-5568-950f-feaa824507c3,24c3eae6-21de-5fa7-ad75-775edd1167e0,8631bfeb-7f17-528f-87b9-346379c9787c,2026-04-03,active
af1865cf-aa91-53dd-8275-11667733d6a3,7c9704d9-8185-57b1-bf6a-de200c4e2109,300da2f6-d4f8-5204-9c5a-761aa1569285,2026-06-28,active
2f0ce358-4c4b-5d4e-9939-6cd6503373b8,1fab32d7-3f51-5470-b5b9-ea72005a2e68,08f0ac25-f784-5630-80b7-6da94159ddd7,2025-11-30,active
5de81b71-e85c-51f8-9aa3-4f82194e9ec2,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,aa142702-c42a-5872-bb6a-5ca621de8a2a,2025-10-24,active
c683dfff-36f8-56fe-a028-fb3c096fcd5a,434590a6-0601-5b3c-8768-f7537c77519e,074330af-41e2-5e7f-b322-a53fd1c53daa,2026-03-06,active
be26d61e-013f-5bd2-863c-3e4bda78fd8e,c529bf79-90d3-5602-9399-40738335c242,9d8be696-769b-591e-89be-20b0c5158113,2026-01-21,active
5d59dba1-ae94-54ee-98c5-3362d7f909f4,c928179a-f72b-50f2-bd6c-8efebcd2d268,e3cb700e-57bc-504f-817a-82f704e71066,2025-10-12,active
e8c986e8-0943-59c3-a0a8-4589008ce96f,25c743f6-6b99-5904-8a4a-4b29b700d9e7,21c29f88-ffb4-5483-8f30-f42b412429a7,2026-03-31,active
1078d37b-eb64-524d-bc25-e705bfdf5bbc,15e1ebab-b0bf-514c-8405-61b9a3993057,13162149-fc7c-5b4a-9563-600adbd72fa5,2025-09-11,active
1f0a4b6b-5a13-573f-a565-9ba775a1057b,214dee86-b858-5e86-aad7-d05cc5d8a623,89678d5f-48fc-574c-9eab-cdf011b618fe,2026-06-21,active
a5d557ed-569c-5881-b31c-fb12273f84d7,374e0ccd-4366-597f-b5c3-6d60795d3480,8b90dfc0-677d-5c4d-be60-e8c712cad697,2026-02-19,active
c53911c3-91aa-5eae-8b0c-6cfc7cca270b,ea60bf00-905e-5abc-b08e-4c17000dd149,333d298a-71af-5e58-a5a9-432703761249,2025-09-29,active
3590f0c5-85fd-5837-b7ee-5cd1558f5a87,8086f1f4-673d-5987-81b0-8f204dbfd2ab,e6997e74-9b55-51da-92cf-ce4227fbb722,2026-08-13,active
b5316b20-355f-50e2-aaac-95733d4a3197,1208ec90-8992-569c-9143-a14b6d5727e9,206260d0-62ac-5e96-b71d-661b687cf9f7,2026-03-13,active
51ae7ff4-c246-544f-91f4-030e36991a2b,492935f3-f9ee-5d56-b64a-6da8931cf13b,b9fd3e12-e84f-5895-ab5d-2159a6382303,2025-09-11,active
abe051d2-fd9e-5222-b111-d1b62b0d68d5,dfba0cf4-e584-5bcd-8343-0655db792844,79480e02-9513-5b1f-8ee8-851a8e95692c,2025-10-27,active
0fafb755-fd3e-53f4-a0b6-78e66b0d7cc3,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,03d980bc-471c-5142-8650-f24086a96aa6,2026-02-13,active
905b28db-ee54-5ce2-83e2-c03bdde647dd,7a052b5f-cf18-5b63-91b4-4c385d96d71f,d9fdc412-aec7-5a86-add5-f0902e6375fa,2025-11-14,active
0d69e99c-7686-5493-881c-dba43ba91e53,9cea72a7-c63b-5718-8f89-cff81ccad510,a1928872-fa7b-5f96-b738-9aed6955f45b,2026-07-18,active
26480863-76e2-5136-90b2-9b5e4e0d3110,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,b9a20119-158b-5370-ad71-3f572943af79,2025-11-26,active
585790ab-d16d-5de2-8b77-4f5a11815c3b,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,be0a5f04-8939-5ab3-a13a-4d517a6f2ebc,2025-12-30,active
547a3db5-504e-59a5-adae-b9619c8100a5,48787cb4-04a7-5b80-8148-23b777165705,b9412644-c39e-5e32-9d99-df26d67e3d37,2025-10-14,active
00ba9122-f3e5-5762-9ca4-38f088a019cc,dced9f60-36c3-51a3-a4cd-895dfd671dec,8cd8822e-c0bc-5720-a3b9-fd60f890d81f,2026-04-29,active
4e8bd524-b302-56c2-ad33-5c757be642d4,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,c59454a2-323f-5844-b174-5f633e24c7cb,2026-08-05,active
4cc1cd84-916f-5ec8-9fc7-947eafefd6dd,229ec319-00c3-5250-afbc-759d6132ee64,c9cd5468-5c6c-5bf3-b662-2c90351581f1,2026-02-24,active
c0a9b3f0-ade4-5616-b0c6-aeab4a33876f,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,dbf883b7-96e8-5f48-971f-1cbadca59c68,2026-05-20,active
13d412d2-74b7-5326-ac88-4e0f78391b5f,fbcd212e-451d-5600-a271-8fec64b3a9b9,97a3c21c-6620-5b80-86f4-23b182349bb1,2026-02-22,active
44062705-3c11-5fa5-9238-d99dded9d62e,23fca699-b0f6-528a-8efe-52e28bb1b8b0,732fe5fd-2dd9-5e16-9ff1-20b392cf8dcf,2026-02-12,active
3ea6f772-2363-50bc-ac5b-b3c9b30581c5,54684399-5e5a-54ab-a9b2-5e8ff35f0223,ca74b86a-f37f-597e-aeee-1808e9b38973,2025-11-15,active
2cfb51b5-ad40-5475-9bfd-3cf2177710a0,84b924df-189f-5e64-a8c8-056b56e362d0,fec70518-acb6-59cf-be4d-01d45efca0c8,2025-09-30,active
6813ec7a-fbab-5060-be5d-5f5251782835,adf43fc2-e637-5500-8a6b-8a40e079d07c,48960618-a551-5a8c-bbbb-0249881e9ac3,2026-05-13,active
11c65864-7649-5a4a-9a81-ffd037708b3b,7c9704d9-8185-57b1-bf6a-de200c4e2109,3997a8f5-6016-5810-b435-db8ec38b2c79,2026-07-03,active
bf32c179-8c3c-5af1-8b18-b3ac3ec960ee,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,c7053357-4956-5ab3-9efb-df8bd532f001,2025-10-25,active
41b76907-191e-5004-b4b4-f99363955148,b21aa617-83df-5e76-b78c-67561698ba56,ee90274c-9365-597d-b7b7-fe8b8dd298b0,2025-10-02,active
cbf0650a-23d3-5845-84f7-a86178538e9b,1c629fb9-bb65-504f-8efa-b901acda8a1d,076c79c3-ac0f-5659-8d69-d8a0ee9abc0b,2026-05-16,active
94b7d19a-713f-5e66-9bd5-38f8c2695d3c,24c3eae6-21de-5fa7-ad75-775edd1167e0,ac65e59b-c1b9-5920-a539-cbb4f765265a,2026-01-24,active
c94266a4-2f5e-552e-85f4-f98c3c58b6dd,c928179a-f72b-50f2-bd6c-8efebcd2d268,83e195c1-ccba-5637-a552-7226c192c71c,2025-08-31,active
d2a703bb-399e-5c3f-8101-a0285d6fa8d9,d9bae779-a771-5de7-a713-f7d02913bd5b,ac993bd2-ecef-58bc-b1d9-91067cf856f6,2026-08-18,active
1e5b22f2-db55-5685-bd99-212a41e0e32c,60ccfd44-0502-5fa0-8d27-9cc265f1db31,6c43b5de-1a73-52a4-9fa1-e51595e4486f,2026-01-07,active
f932cd2e-59d8-559d-b0f6-a12aee7ceb67,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,beb2c62b-7aba-5ae5-ac57-43cb5a1af36a,2025-11-08,active
